No.of threads, Time
361, 428216667.000000
362, 427944229.000000
363, 427934921.000000
364, 428304557.000000
365, 425791213.000000
366, 426328011.000000
367, 428392301.000000
368, 423404899.000000
369, 425052627.000000
370, 425126753.000000
371, 423625700.000000
372, 450781222.000000
373, 430052676.000000
374, 461067915.000000
375, 429694540.000000
376, 421584125.000000
377, 428790558.000000
378, 426330868.000000
379, 428643063.000000
380, 432325959.000000
381, 426003183.000000
382, 424918759.000000
383, 424885779.000000
384, 443912488.000000
385, 423869767.000000
386, 439401765.000000
387, 448068690.000000
388, 445471009.000000
389, 428574730.000000
390, 426920241.000000
391, 428206859.000000
392, 427212770.000000
393, 433531658.000000
394, 424598120.000000
395, 424138395.000000
396, 423907952.000000
397, 431745250.000000
398, 428213582.000000
399, 436005488.000000
400, 431356692.000000
401, 475827585.000000
402, 424706472.000000
403, 428530843.000000
404, 440861866.000000
405, 424338898.000000
406, 439379400.000000
407, 429794551.000000
408, 420974044.000000
409, 446917165.000000
410, 427170509.000000
411, 428044732.000000
412, 423177824.000000
413, 436227546.000000
414, 448416069.000000
415, 425476057.000000
416, 421723698.000000
417, 423823012.000000
418, 433531235.000000
419, 424740642.000000
420, 418115131.000000
421, 428023276.000000
422, 428364934.000000
423, 419561492.000000
424, 422264446.000000
425, 447971258.000000
426, 423584749.000000
427, 423975037.000000
428, 425958362.000000
429, 438386605.000000
430, 417288613.000000
431, 468250899.000000
432, 428354501.000000
433, 425162463.000000
434, 419760451.000000
435, 420195689.000000
436, 420631430.000000
437, 420289819.000000
438, 427318734.000000
439, 420698935.000000
440, 452322057.000000
441, 423270159.000000
442, 443555024.000000
443, 423834957.000000
444, 428293219.000000
445, 423876775.000000
446, 421863197.000000
447, 424530855.000000
448, 440357604.000000
449, 420946028.000000
450, 438236518.000000
451, 434442606.000000
452, 450870280.000000
453, 424660318.000000
454, 452917769.000000
455, 421289715.000000
456, 419518983.000000
457, 442269345.000000
458, 441818779.000000
459, 435597709.000000
460, 445832826.000000
461, 423046258.000000
462, 423925891.000000
463, 446925800.000000
464, 459186350.000000
465, 425724521.000000
466, 417770753.000000
467, 434340553.000000
468, 426699659.000000
469, 433897599.000000
470, 425375808.000000
471, 422336991.000000
472, 417548201.000000
473, 421160413.000000
474, 418405826.000000
475, 419353130.000000
476, 420172349.000000
477, 418148029.000000
478, 440559638.000000
479, 439677260.000000
480, 416872660.000000
481, 416222696.000000
482, 416306037.000000
483, 423625934.000000
484, 424210011.000000
485, 440308387.000000
486, 420474369.000000
487, 441168424.000000
488, 432977644.000000
489, 438469472.000000
490, 420744882.000000
491, 418422862.000000
492, 417395194.000000
493, 422008660.000000
494, 417428317.000000
495, 438238597.000000
496, 424465399.000000
497, 429339284.000000
498, 420402469.000000
499, 419303765.000000
500, 420441014.000000
501, 416057577.000000
502, 475438543.000000
503, 431490524.000000
504, 463507130.000000
505, 433407206.000000
506, 412536623.000000
507, 419886782.000000
508, 439638653.000000
509, 469747334.000000
510, 441997141.000000
511, 437492758.000000
512, 423304494.000000
513, 436798011.000000
514, 418507841.000000
515, 432603115.000000
516, 420656052.000000
517, 415924591.000000
518, 420163446.000000
519, 430772211.000000
520, 438507171.000000
521, 434033717.000000
522, 416983588.000000
523, 420451576.000000
524, 436082900.000000
525, 419355074.000000
526, 419897539.000000
527, 418848323.000000
528, 417015829.000000
529, 440621084.000000
530, 420231301.000000
531, 414614798.000000
532, 428356933.000000
533, 415750096.000000
534, 427598053.000000
535, 417190152.000000
536, 452596583.000000
537, 452179347.000000
538, 418472850.000000
539, 419929444.000000
540, 420021785.000000
541, 437045956.000000
542, 435218427.000000
543, 451044093.000000
544, 439890770.000000
545, 433624762.000000
546, 432508058.000000
547, 416013401.000000
548, 435518308.000000
549, 420790227.000000
550, 416157161.000000
551, 446185104.000000
552, 417679407.000000
553, 424173404.000000
554, 415686447.000000
555, 427411247.000000
556, 439970943.000000
557, 434960778.000000
558, 439451631.000000
559, 469119608.000000
560, 439011858.000000
561, 418177184.000000
562, 442425396.000000
563, 417665630.000000
564, 444533364.000000
565, 455045223.000000
566, 442911731.000000
567, 455803564.000000
568, 447761587.000000
569, 412390383.000000
570, 434984855.000000
571, 432939220.000000
572, 443002310.000000
573, 437390405.000000
574, 437993157.000000
575, 458763114.000000
576, 444595950.000000
577, 420974021.000000
578, 416210298.000000
579, 425193567.000000
580, 450879977.000000
581, 436913119.000000
582, 427160093.000000
583, 415529279.000000
584, 449144779.000000
585, 454041452.000000
586, 416732014.000000
587, 432844334.000000
588, 411879667.000000
589, 435887709.000000
590, 441537251.000000
591, 440736888.000000
592, 427789898.000000
593, 429739929.000000
594, 452664656.000000
595, 446618027.000000
596, 447630309.000000
597, 447463094.000000
598, 432958725.000000
599, 444546108.000000
600, 419182571.000000
601, 421482884.000000
602, 415598461.000000
603, 430405950.000000
604, 428857833.000000
605, 424273950.000000
606, 412987563.000000
607, 447266763.000000
608, 442738334.000000
609, 445094433.000000
610, 411245399.000000
611, 413978333.000000
612, 417919297.000000
613, 435999463.000000
614, 446580221.000000
615, 424445477.000000
616, 411183313.000000
617, 436980502.000000
618, 465604915.000000
619, 436363254.000000
620, 448569992.000000
621, 436804312.000000
622, 413175653.000000
623, 443816838.000000
624, 438424917.000000
625, 415784077.000000
626, 411959926.000000
627, 422157144.000000
628, 409360459.000000
629, 426698766.000000
630, 441316285.000000
631, 488471289.000000
632, 417060331.000000
633, 418219423.000000
634, 447575083.000000
635, 413540594.000000
636, 441391362.000000
637, 424013822.000000
638, 464244973.000000
639, 442431048.000000
640, 435643528.000000
641, 451264053.000000
642, 427577029.000000
643, 416501756.000000
644, 444785740.000000
645, 432738522.000000
646, 465033907.000000
647, 462374713.000000
648, 435947522.000000
649, 425564480.000000
650, 429824214.000000
651, 435658481.000000
652, 437596933.000000
653, 442574165.000000
654, 478344399.000000
655, 431167973.000000
656, 458858616.000000
657, 438238083.000000
658, 427262687.000000
659, 429720956.000000
660, 431047352.000000
661, 430865960.000000
662, 433710566.000000
663, 472545071.000000
664, 443216487.000000
665, 410593537.000000
666, 441057486.000000
667, 488441461.000000
668, 477361209.000000
669, 425084982.000000
670, 415734213.000000
671, 478447442.000000
672, 500066786.000000
673, 430305495.000000
674, 451475079.000000
675, 431056123.000000
676, 424394966.000000
677, 487464537.000000
678, 450541210.000000
679, 430228635.000000
680, 430956882.000000
681, 439279149.000000
682, 440642067.000000
683, 433623417.000000
684, 439609291.000000
685, 422285087.000000
686, 441030174.000000
687, 429973260.000000
688, 417374763.000000
689, 480284039.000000
690, 433032017.000000
691, 445646611.000000
692, 439600208.000000
693, 427469518.000000
694, 434791144.000000
695, 460541018.000000
696, 428869656.000000
697, 437904757.000000
698, 475126123.000000
699, 517728570.000000
700, 442888076.000000
701, 454224609.000000
702, 428452192.000000
703, 508546288.000000
704, 431408284.000000
705, 447122650.000000
706, 460105737.000000
707, 430971148.000000
708, 486498851.000000
709, 458196144.000000
710, 464589204.000000
711, 440768384.000000
712, 469491030.000000
713, 486115422.000000
714, 437471525.000000
715, 426358250.000000
716, 446312930.000000
717, 475071025.000000
718, 493966334.000000
719, 422829780.000000
720, 467751316.000000
721, 454292979.000000
722, 424951078.000000
723, 437643497.000000
724, 429592681.000000
725, 457317199.000000
726, 456928904.000000
727, 461239261.000000
728, 429733514.000000
729, 456624418.000000
730, 444873163.000000
731, 440639594.000000
732, 480025662.000000
733, 440730032.000000
734, 438731204.000000
735, 441183184.000000
736, 414459322.000000
737, 492380113.000000
738, 444726627.000000
739, 453372722.000000
740, 412226246.000000
741, 461411359.000000
742, 513596039.000000
743, 434041096.000000
744, 448918919.000000
745, 465723554.000000
746, 419451583.000000
747, 439012518.000000
748, 430142735.000000
749, 453258807.000000
750, 473714910.000000
751, 443567460.000000
752, 428457772.000000
753, 427392190.000000
754, 445603895.000000
755, 444138274.000000
756, 427413292.000000
757, 429247643.000000
758, 474905939.000000
759, 462649985.000000
760, 456860943.000000
761, 449156192.000000
762, 445509022.000000
763, 454015754.000000
764, 456364155.000000
765, 445191584.000000
766, 452944632.000000
767, 428491872.000000
768, 434444738.000000
769, 424021528.000000
770, 469869461.000000
771, 462642060.000000
772, 446967427.000000
773, 503519464.000000
774, 434114076.000000
775, 448120875.000000
776, 443367602.000000
777, 425355255.000000
778, 443615211.000000
779, 484042861.000000
780, 467574855.000000
781, 466374359.000000
782, 440601379.000000
783, 420346957.000000
784, 412675763.000000
785, 464054140.000000
786, 449485047.000000
787, 479173463.000000
788, 474941997.000000
789, 439945096.000000
790, 463319604.000000
791, 467728874.000000
792, 449285598.000000
793, 464350332.000000
794, 430588399.000000
795, 444311569.000000
796, 482766839.000000
797, 482477295.000000
798, 486815868.000000
799, 503007839.000000
800, 430730724.000000
801, 478476363.000000
802, 459220501.000000
803, 452462577.000000
804, 443215211.000000
805, 427009958.000000
806, 460544963.000000
807, 466043048.000000
808, 431425586.000000
809, 490716653.000000
810, 434731298.000000
811, 460910438.000000
812, 465591798.000000
813, 428760919.000000
814, 479440412.000000
815, 440310669.000000
816, 493753702.000000
817, 429102665.000000
818, 444179525.000000
819, 441958892.000000
820, 468401381.000000
821, 469953583.000000
822, 486004407.000000
823, 476406467.000000
824, 451321606.000000
825, 474643562.000000
826, 432535170.000000
827, 439010166.000000
828, 492783467.000000
829, 463154255.000000
830, 478664075.000000
831, 415332783.000000
832, 468525525.000000
833, 436769762.000000
834, 429255459.000000
835, 451430946.000000
836, 503643782.000000
837, 437361971.000000
838, 508879079.000000
839, 517151727.000000
840, 481482228.000000
841, 459907261.000000
842, 484865562.000000
843, 434570361.000000
844, 456540515.000000
845, 467267378.000000
846, 462281702.000000
847, 445280091.000000
848, 440716822.000000
849, 461771019.000000
850, 504249372.000000
851, 521945633.000000
852, 440977105.000000
853, 497291248.000000
854, 488433419.000000
855, 438569296.000000
856, 506696420.000000
857, 452935624.000000
858, 512798363.000000
859, 438225021.000000
860, 523513593.000000
861, 460125794.000000
862, 480252671.000000
863, 470250665.000000
864, 463090251.000000
865, 516507518.000000
866, 438508053.000000
867, 478971069.000000
868, 460583963.000000
869, 527027265.000000
870, 456190589.000000
871, 494498283.000000
872, 483013720.000000
873, 460886370.000000
874, 475711160.000000
875, 509869678.000000
876, 438953223.000000
877, 491623601.000000
878, 457828570.000000
879, 433328143.000000
880, 483335872.000000
881, 502494703.000000
882, 426282647.000000
883, 509973284.000000
884, 516110534.000000
885, 442627946.000000
886, 425282448.000000
887, 455633626.000000
888, 517626578.000000
889, 514157905.000000
890, 462057278.000000
891, 470746551.000000
892, 446945335.000000
893, 454466801.000000
894, 481981441.000000
895, 463782199.000000
896, 435335220.000000
897, 461174048.000000
898, 451240324.000000
899, 482147131.000000
900, 536220307.000000
901, 490504503.000000
902, 484959102.000000
903, 462934239.000000
904, 534115935.000000
905, 481017983.000000
906, 455306001.000000
907, 458483884.000000
908, 489699331.000000
909, 493189590.000000
910, 476012283.000000
911, 462971595.000000
912, 485158263.000000
913, 457477188.000000
914, 464952432.000000
915, 431037203.000000
916, 478376916.000000
917, 505968292.000000
918, 509942479.000000
919, 459394581.000000
920, 448923486.000000
921, 481260802.000000
922, 484353514.000000
923, 508010089.000000
924, 462487699.000000
925, 418543818.000000
926, 448181152.000000
927, 483528928.000000
928, 451340486.000000
929, 539670788.000000
930, 463281727.000000
931, 464743318.000000
932, 441603881.000000
933, 459329271.000000
934, 476235482.000000
935, 467835907.000000
936, 449851808.000000
937, 498357089.000000
938, 543817137.000000
939, 495570202.000000
940, 455906330.000000
941, 462173334.000000
942, 466367188.000000
943, 448005924.000000
944, 520327936.000000
945, 538208388.000000
946, 504709010.000000
947, 479820112.000000
948, 500191396.000000
949, 521105198.000000
950, 481067073.000000
951, 487713218.000000
952, 476935921.000000
953, 482317141.000000
954, 466119070.000000
955, 484919825.000000
956, 563972229.000000
957, 522299466.000000
958, 498932005.000000
959, 495757605.000000
960, 477921467.000000
961, 492900366.000000
962, 480067134.000000
963, 452762702.000000
964, 514222336.000000
965, 460892606.000000
966, 456812550.000000
967, 500566865.000000
968, 513170918.000000
969, 513699043.000000
970, 488325740.000000
971, 475221408.000000
972, 463064041.000000
973, 555247485.000000
974, 496005656.000000
975, 518958187.000000
976, 491194620.000000
977, 477309395.000000
978, 487672497.000000
979, 473657431.000000
980, 492406500.000000
981, 453722006.000000
982, 484709617.000000
983, 523785634.000000
984, 476478965.000000
985, 435310191.000000
986, 509078093.000000
987, 471669269.000000
988, 483679786.000000
989, 476911849.000000
990, 545788640.000000
991, 484978962.000000
992, 472537292.000000
993, 466822944.000000
994, 472997174.000000
995, 544429707.000000
996, 525509781.000000
997, 481868286.000000
998, 468975687.000000
999, 476677922.000000
1000, 471631759.000000
1001, 493637166.000000
1002, 503091020.000000
1003, 491684277.000000
1004, 474859135.000000
1005, 542125562.000000
1006, 508564172.000000
1007, 443022604.000000
1008, 467479205.000000
1009, 501644663.000000
1010, 504059288.000000
1011, 505309346.000000
1012, 494317303.000000
1013, 480178330.000000
1014, 477408734.000000
1015, 543776065.000000
1016, 496382904.000000
1017, 474210433.000000
1018, 497327061.000000
1019, 425601352.000000
1020, 481859299.000000
1021, 525187049.000000
1022, 487101309.000000
1023, 514861862.000000
1024, 479066068.000000
1025, 468329552.000000
1026, 487890755.000000
1027, 480460695.000000
1028, 475123299.000000
1029, 492674879.000000
1030, 505319367.000000
1031, 491030433.000000
1032, 481165528.000000
1033, 479311398.000000
1034, 523431266.000000
1035, 471296417.000000
1036, 506931470.000000
1037, 472016837.000000
1038, 522382084.000000
1039, 466450285.000000
1040, 491931282.000000
1041, 511661006.000000
1042, 510146560.000000
1043, 497092800.000000
1044, 491352582.000000
1045, 489413399.000000
1046, 465333963.000000
1047, 496723767.000000
1048, 502191267.000000
1049, 516287365.000000
1050, 488353068.000000
1051, 489688549.000000
1052, 504254062.000000
1053, 466499830.000000
1054, 476420004.000000
1055, 481518758.000000
1056, 500607926.000000
1057, 471288117.000000
1058, 446836482.000000
1059, 425566614.000000
1060, 434160067.000000
1061, 483619444.000000
1062, 490082062.000000
1063, 536005813.000000
1064, 484502567.000000
1065, 465164749.000000
1066, 501147327.000000
1067, 485078068.000000
1068, 485060472.000000
1069, 482925796.000000
1070, 533924251.000000
1071, 560165215.000000
1072, 498893621.000000
1073, 489891406.000000
1074, 503687679.000000
1075, 474976307.000000
1076, 473676116.000000
1077, 510033012.000000
1078, 548516648.000000
1079, 497762284.000000
1080, 490181541.000000
1081, 459799329.000000
1082, 463125320.000000
1083, 488582460.000000
1084, 511371801.000000
1085, 484219329.000000
1086, 489109008.000000
1087, 529241284.000000
1088, 502504012.000000
1089, 502612985.000000
1090, 527650076.000000
1091, 494160065.000000
1092, 544389879.000000
1093, 530092971.000000
1094, 520690028.000000
1095, 467309530.000000
1096, 517019107.000000
1097, 507953023.000000
1098, 527863854.000000
1099, 537482539.000000
1100, 492657139.000000
1101, 484390985.000000
1102, 517050430.000000
1103, 486558727.000000
1104, 493533446.000000
1105, 484204878.000000
1106, 529842073.000000
1107, 462482705.000000
1108, 474367741.000000
1109, 487216595.000000
1110, 509965144.000000
1111, 452892276.000000
1112, 524694274.000000
1113, 489658226.000000
1114, 498239007.000000
1115, 535558897.000000
1116, 495213043.000000
1117, 482862688.000000
1118, 515789040.000000
1119, 528085714.000000
1120, 521511846.000000
1121, 519440107.000000
1122, 482863482.000000
1123, 499886401.000000
1124, 547931134.000000
1125, 489960164.000000
1126, 536437176.000000
1127, 487074012.000000
1128, 480748757.000000
1129, 468244971.000000
1130, 494480993.000000
1131, 538662464.000000
1132, 468819180.000000
1133, 484017106.000000
1134, 504573779.000000
1135, 498743949.000000
1136, 508078774.000000
1137, 507695890.000000
1138, 534488747.000000
1139, 482437225.000000
1140, 503524074.000000
1141, 506155057.000000
1142, 539005890.000000
1143, 494816310.000000
1144, 511695000.000000
1145, 525672371.000000
1146, 520915283.000000
1147, 518663222.000000
1148, 511511074.000000
1149, 452860999.000000
1150, 455793151.000000
1151, 469715562.000000
1152, 501151502.000000
1153, 493984876.000000
1154, 493964990.000000
1155, 463193168.000000
1156, 491647947.000000
1157, 490850193.000000
1158, 487833157.000000
1159, 504010473.000000
1160, 513696635.000000
1161, 503708905.000000
1162, 517956291.000000
1163, 572531851.000000
1164, 469121874.000000
1165, 496915792.000000
1166, 476650918.000000
1167, 491116012.000000
1168, 491035237.000000
1169, 540793328.000000
1170, 493052958.000000
1171, 491035100.000000
1172, 517212534.000000
1173, 446254248.000000
1174, 483577005.000000
1175, 498037352.000000
1176, 536827332.000000
1177, 516862110.000000
1178, 571307597.000000
1179, 469709794.000000
1180, 531168236.000000
1181, 546887555.000000
1182, 534637834.000000
1183, 489392064.000000
1184, 481468295.000000
1185, 483507515.000000
1186, 521807181.000000
1187, 491689277.000000
1188, 486686462.000000
1189, 470957828.000000
1190, 496593833.000000
1191, 513872654.000000
1192, 511781921.000000
1193, 482577403.000000
1194, 510958882.000000
1195, 504864526.000000
1196, 470478564.000000
1197, 478433243.000000
1198, 517434594.000000
1199, 539015730.000000
1200, 478353667.000000
1201, 510333953.000000
1202, 534864267.000000
1203, 518959992.000000
1204, 511980059.000000
1205, 502830469.000000
1206, 491608141.000000
1207, 503116107.000000
1208, 519617068.000000
1209, 510975436.000000
1210, 540976032.000000
1211, 486042866.000000
1212, 540977807.000000
1213, 507076958.000000
1214, 506850285.000000
1215, 514543479.000000
1216, 526895191.000000
1217, 499362070.000000
1218, 477411572.000000
1219, 603830728.000000
1220, 540306608.000000
1221, 485674615.000000
1222, 495151676.000000
1223, 488452440.000000
1224, 486656461.000000
1225, 516188845.000000
1226, 495865675.000000
1227, 537728582.000000
1228, 509757881.000000
1229, 527851603.000000
1230, 507738401.000000
1231, 502260132.000000
1232, 489131093.000000
1233, 526586610.000000
1234, 519659865.000000
1235, 508397804.000000
1236, 484553569.000000
1237, 484476569.000000
1238, 503429661.000000
1239, 508613065.000000
1240, 493518657.000000
1241, 535083260.000000
1242, 514883168.000000
1243, 507788024.000000
1244, 547340635.000000
1245, 499136381.000000
1246, 483932955.000000
1247, 505628242.000000
1248, 513770868.000000
1249, 483644496.000000
1250, 504443186.000000
1251, 547949302.000000
1252, 507029941.000000
1253, 499750091.000000
1254, 498318143.000000
1255, 555635782.000000
1256, 490835206.000000
1257, 503356234.000000
1258, 515152569.000000
1259, 522677290.000000
1260, 474476128.000000
1261, 517785731.000000
1262, 511871095.000000
1263, 503706273.000000
1264, 535734393.000000
1265, 519271316.000000
1266, 530616375.000000
1267, 559319706.000000
1268, 480798364.000000
1269, 497575771.000000
1270, 511598331.000000
1271, 493632328.000000
1272, 532779422.000000
1273, 512317294.000000
1274, 483421893.000000
1275, 502736576.000000
1276, 520015380.000000
1277, 508288063.000000
1278, 502050652.000000
1279, 466149528.000000
1280, 517335786.000000
1281, 536687320.000000
1282, 489054285.000000
1283, 537946019.000000
1284, 486233177.000000
1285, 545684415.000000
1286, 514624211.000000
1287, 505715586.000000
1288, 531741865.000000
1289, 465901179.000000
1290, 484993139.000000
1291, 508287271.000000
1292, 513241788.000000
1293, 521111377.000000
1294, 481569593.000000
1295, 543922391.000000
1296, 491468012.000000
1297, 498526006.000000
1298, 509812568.000000
1299, 499339457.000000
1300, 491443384.000000
1301, 564472435.000000
1302, 522968891.000000
1303, 546529067.000000
1304, 502273843.000000
1305, 538531321.000000
1306, 533138980.000000
1307, 542806999.000000
1308, 536954649.000000
1309, 555884007.000000
1310, 494185740.000000
1311, 506927237.000000
1312, 476196025.000000
1313, 496399952.000000
1314, 543243924.000000
1315, 497706273.000000
1316, 494958388.000000
1317, 474197268.000000
1318, 495019877.000000
1319, 533876319.000000
1320, 469744301.000000
1321, 536980550.000000
1322, 491330781.000000
1323, 508619974.000000
1324, 490601974.000000
1325, 522309537.000000
1326, 575956220.000000
1327, 571364696.000000
1328, 488661352.000000
1329, 502803297.000000
1330, 516654587.000000
1331, 558590195.000000
1332, 568780941.000000
1333, 500116427.000000
1334, 515297785.000000
1335, 511032899.000000
1336, 559911454.000000
1337, 476680605.000000
1338, 486355237.000000
1339, 480725457.000000
1340, 505258012.000000
1341, 506014199.000000
1342, 566745950.000000
1343, 489139661.000000
1344, 516056051.000000
1345, 496822986.000000
1346, 510813670.000000
1347, 534358769.000000
1348, 518262961.000000
1349, 498885965.000000
1350, 519164124.000000
1351, 513695643.000000
1352, 578395717.000000
1353, 518141844.000000
1354, 525016025.000000
1355, 540372037.000000
1356, 502822608.000000
1357, 503919609.000000
1358, 512369947.000000
1359, 508683639.000000
1360, 526808388.000000
1361, 518424663.000000
