No.of threads, Time
163, 14914487.000000
164, 14634075.000000
165, 14807057.000000
166, 12149564.000000
167, 16432776.000000
168, 13117490.000000
169, 18431462.000000
170, 15382723.000000
171, 20578922.000000
172, 16404531.000000
173, 16983506.000000
174, 16595346.000000
175, 15173084.000000
176, 15297819.000000
177, 16716253.000000
178, 19777772.000000
179, 13940149.000000
180, 18891812.000000
181, 14987403.000000
182, 13467965.000000
183, 17405020.000000
184, 18165885.000000
185, 17481517.000000
186, 18089818.000000
187, 17132105.000000
188, 16608836.000000
189, 16921186.000000
190, 11959012.000000
191, 17991372.000000
192, 12468540.000000
193, 19398168.000000
194, 14636165.000000
195, 18192104.000000
196, 15269366.000000
197, 16552302.000000
198, 17792260.000000
199, 14187436.000000
200, 19538637.000000
201, 17227333.000000
202, 13366346.000000
203, 17975783.000000
204, 20452063.000000
205, 10247832.000000
206, 18411231.000000
207, 20358428.000000
208, 17989779.000000
209, 17030143.000000
210, 18077515.000000
211, 16812576.000000
212, 14770040.000000
213, 15567233.000000
214, 14415151.000000
215, 16659768.000000
216, 15893252.000000
217, 15629505.000000
218, 19904717.000000
219, 17616483.000000
220, 14756765.000000
221, 15923862.000000
222, 19072427.000000
223, 14322888.000000
224, 15247926.000000
225, 23192310.000000
226, 19617004.000000
227, 17755369.000000
228, 13883989.000000
229, 20180069.000000
230, 16985175.000000
231, 17795542.000000
232, 21858293.000000
233, 13260175.000000
234, 17959635.000000
235, 12850899.000000
236, 17935194.000000
237, 15609468.000000
238, 16308995.000000
239, 18367994.000000
240, 20545472.000000
241, 16351520.000000
242, 18891780.000000
243, 12498590.000000
244, 19401224.000000
245, 16007309.000000
246, 16805240.000000
247, 17156699.000000
248, 15015278.000000
249, 20274109.000000
250, 19652207.000000
251, 20972915.000000
252, 18092617.000000
253, 14765289.000000
254, 17297065.000000
255, 18783117.000000
256, 15045952.000000
257, 17135540.000000
258, 18483246.000000
259, 17588605.000000
260, 17372016.000000
261, 18654342.000000
262, 16844917.000000
263, 15898199.000000
264, 17333813.000000
265, 15533957.000000
266, 19395831.000000
267, 17198358.000000
268, 18799242.000000
269, 17906568.000000
270, 20508509.000000
271, 15831330.000000
272, 15734867.000000
273, 21114426.000000
274, 16196994.000000
275, 15485968.000000
276, 17530856.000000
277, 20643610.000000
278, 18480556.000000
279, 16670256.000000
280, 18811117.000000
281, 16608232.000000
282, 15671838.000000
283, 16033685.000000
284, 19762791.000000
285, 20667391.000000
286, 19412725.000000
287, 12548784.000000
288, 18042895.000000
289, 18464016.000000
290, 18067781.000000
291, 19324638.000000
292, 17432622.000000
293, 17015976.000000
294, 17389033.000000
295, 17913612.000000
296, 19942164.000000
297, 18400368.000000
298, 16444424.000000
299, 16132193.000000
300, 15148241.000000
301, 15630866.000000
302, 19750325.000000
303, 21465021.000000
304, 21959341.000000
305, 21790647.000000
306, 14868032.000000
307, 17392456.000000
308, 22505674.000000
309, 19690308.000000
310, 17637248.000000
311, 17014730.000000
312, 21930358.000000
313, 17575699.000000
314, 14409697.000000
315, 22602972.000000
316, 18568664.000000
317, 23237904.000000
318, 19131213.000000
319, 20809329.000000
320, 18671362.000000
321, 19474011.000000
322, 12615815.000000
323, 19882436.000000
324, 13307554.000000
325, 23658316.000000
326, 19788877.000000
327, 13675631.000000
328, 17524928.000000
329, 23290071.000000
330, 13556171.000000
331, 19468785.000000
332, 21766930.000000
333, 18013693.000000
334, 17644902.000000
335, 17506075.000000
336, 26800052.000000
337, 22288091.000000
338, 22060175.000000
339, 19474266.000000
340, 26646283.000000
341, 30595328.000000
342, 26884115.000000
343, 22557540.000000
344, 26809012.000000
345, 30296836.000000
346, 28522897.000000
347, 36188185.000000
348, 31525205.000000
349, 32328874.000000
350, 36548720.000000
351, 27124987.000000
352, 29497795.000000
353, 35546544.000000
354, 40998457.000000
355, 37357255.000000
356, 35971466.000000
357, 42349415.000000
358, 43145557.000000
359, 39371750.000000
360, 35820212.000000
361, 29674075.000000
362, 38086304.000000
363, 41840462.000000
364, 48116928.000000
365, 39511186.000000
366, 41404033.000000
367, 35135782.000000
368, 30292254.000000
369, 48921837.000000
370, 44693957.000000
371, 46123388.000000
372, 43204072.000000
373, 38891850.000000
374, 58305738.000000
375, 63513057.000000
376, 46655298.000000
377, 53141035.000000
378, 59783910.000000
379, 40113766.000000
380, 34573617.000000
381, 64576081.000000
382, 49553535.000000
383, 60657775.000000
384, 67508557.000000
385, 48076666.000000
386, 54705982.000000
387, 89801618.000000
388, 69995247.000000
389, 58214574.000000
390, 61306760.000000
391, 55288001.000000
392, 72773865.000000
393, 57108108.000000
394, 54149317.000000
395, 57195882.000000
396, 64463955.000000
397, 55585130.000000
398, 39318384.000000
399, 66059025.000000
400, 66012026.000000
401, 59994680.000000
402, 59186829.000000
403, 51231388.000000
404, 74821018.000000
405, 46622214.000000
406, 55625273.000000
407, 40642054.000000
408, 54883173.000000
409, 81611726.000000
410, 39963357.000000
411, 56718516.000000
412, 54567494.000000
413, 48301360.000000
414, 71715113.000000
415, 60871345.000000
416, 84898917.000000
417, 65019542.000000
418, 50311634.000000
419, 64094744.000000
420, 53763792.000000
421, 54584164.000000
422, 50347925.000000
423, 47785879.000000
424, 64903182.000000
425, 70386738.000000
426, 68293029.000000
427, 82902993.000000
428, 66881138.000000
429, 58384483.000000
430, 65359805.000000
431, 60809859.000000
432, 56515272.000000
433, 37276354.000000
434, 60331164.000000
435, 61813085.000000
436, 50205710.000000
437, 56284066.000000
438, 42464122.000000
439, 66941802.000000
440, 44424598.000000
441, 70584447.000000
442, 54408839.000000
443, 63541203.000000
444, 64589013.000000
445, 57564657.000000
446, 64375113.000000
447, 67529501.000000
448, 65448566.000000
449, 61938723.000000
450, 62305378.000000
451, 56777885.000000
452, 58614995.000000
453, 56473285.000000
454, 40089320.000000
455, 55604449.000000
456, 39028471.000000
457, 59729593.000000
458, 58220775.000000
459, 65966147.000000
460, 74933609.000000
461, 57635770.000000
462, 63995917.000000
463, 57041763.000000
464, 56980620.000000
465, 58888598.000000
466, 65745152.000000
467, 59453769.000000
468, 48926524.000000
469, 61286491.000000
470, 56313540.000000
471, 56110758.000000
472, 34802455.000000
473, 57578876.000000
474, 56951326.000000
475, 55364401.000000
476, 43114087.000000
477, 47497992.000000
478, 50641613.000000
479, 46962249.000000
480, 42815115.000000
481, 53798590.000000
482, 45817996.000000
483, 55917276.000000
484, 38755840.000000
485, 52846788.000000
486, 35387059.000000
487, 54208592.000000
488, 33336217.000000
489, 53073458.000000
490, 58209295.000000
491, 62468886.000000
492, 47290716.000000
493, 58441574.000000
494, 58783721.000000
495, 82081808.000000
496, 73720588.000000
497, 66475957.000000
498, 36717992.000000
499, 57371545.000000
500, 54190555.000000
501, 61476817.000000
502, 57676834.000000
503, 57511289.000000
504, 63574272.000000
505, 36727678.000000
506, 54629071.000000
507, 57767651.000000
508, 62502349.000000
509, 51767771.000000
510, 52776582.000000
511, 58734158.000000
512, 50107774.000000
513, 58950681.000000
514, 76940029.000000
515, 77110214.000000
516, 73081053.000000
517, 49681416.000000
518, 74889929.000000
519, 61936688.000000
520, 32760088.000000
521, 68718548.000000
522, 54849260.000000
523, 37968321.000000
524, 53090172.000000
525, 57038386.000000
526, 62244295.000000
527, 62998486.000000
528, 36963086.000000
529, 52626016.000000
530, 49097027.000000
531, 54955376.000000
532, 60873188.000000
533, 50334248.000000
534, 60668214.000000
535, 62495022.000000
536, 49233966.000000
537, 53578154.000000
538, 38868352.000000
539, 61511344.000000
540, 70519082.000000
541, 45544094.000000
542, 59787670.000000
543, 40543867.000000
544, 57177765.000000
545, 75740912.000000
546, 67902298.000000
547, 58025770.000000
548, 59469022.000000
549, 43390651.000000
550, 56927830.000000
551, 69902926.000000
552, 44936275.000000
553, 62202132.000000
554, 52669360.000000
555, 55802443.000000
556, 45244647.000000
557, 50718874.000000
558, 65094381.000000
559, 60492368.000000
560, 48683112.000000
561, 48401735.000000
562, 51137801.000000
563, 48521941.000000
564, 57061513.000000
565, 43898486.000000
566, 54308890.000000
567, 52379148.000000
568, 55294475.000000
569, 58720931.000000
570, 60679145.000000
571, 49455924.000000
572, 59287083.000000
573, 55054548.000000
574, 46626373.000000
575, 62713563.000000
576, 61933691.000000
577, 57518618.000000
578, 43355248.000000
579, 68323248.000000
580, 66009308.000000
581, 50110111.000000
582, 57832437.000000
583, 36908737.000000
584, 63983331.000000
585, 50593619.000000
586, 57756732.000000
587, 42871104.000000
588, 58315922.000000
589, 62928532.000000
590, 56623598.000000
591, 48346468.000000
592, 70187463.000000
593, 43251498.000000
594, 73508323.000000
595, 43830364.000000
596, 53174622.000000
597, 61151962.000000
598, 64565306.000000
599, 53276261.000000
600, 52176498.000000
601, 57068297.000000
602, 60448137.000000
603, 48376383.000000
604, 53504884.000000
605, 58385677.000000
606, 53695908.000000
607, 58359210.000000
608, 60155078.000000
609, 53967997.000000
610, 48062508.000000
611, 33511757.000000
612, 62013740.000000
613, 56154867.000000
614, 62471614.000000
615, 48589320.000000
616, 38125363.000000
617, 57894433.000000
618, 37914123.000000
619, 58961559.000000
620, 55922392.000000
621, 63837891.000000
622, 55779854.000000
623, 50378163.000000
624, 36400604.000000
625, 56031973.000000
626, 57885869.000000
627, 59035232.000000
628, 53049037.000000
629, 55893853.000000
630, 49346064.000000
631, 31120418.000000
632, 69712821.000000
633, 52244251.000000
634, 60362436.000000
635, 52389867.000000
636, 58834555.000000
637, 47207535.000000
638, 36131036.000000
639, 65277938.000000
640, 57916090.000000
641, 59516084.000000
642, 52114513.000000
643, 35023558.000000
644, 55195260.000000
645, 55288443.000000
646, 54356511.000000
647, 55607622.000000
648, 57785854.000000
649, 54503418.000000
650, 53929506.000000
651, 44304948.000000
652, 57229040.000000
653, 59077665.000000
654, 64952273.000000
655, 59182196.000000
656, 61247809.000000
657, 58923657.000000
658, 53685807.000000
659, 54966294.000000
660, 52846180.000000
661, 57757492.000000
662, 46779226.000000
663, 52443229.000000
664, 38157134.000000
665, 50859633.000000
666, 55261930.000000
667, 51803638.000000
668, 47538200.000000
669, 42236598.000000
670, 49912567.000000
671, 78109823.000000
672, 56711653.000000
673, 53983424.000000
674, 45717376.000000
675, 62107912.000000
676, 68079810.000000
677, 57942144.000000
678, 56646242.000000
679, 56327719.000000
680, 44932488.000000
681, 65675177.000000
682, 47095967.000000
683, 55528350.000000
684, 59670844.000000
685, 63928152.000000
686, 61516481.000000
687, 68042729.000000
688, 55022297.000000
689, 40972025.000000
690, 64132113.000000
691, 49546688.000000
692, 51269636.000000
693, 44968507.000000
694, 63039935.000000
695, 61666671.000000
696, 55155195.000000
697, 52598768.000000
698, 62073084.000000
699, 63530038.000000
700, 59198450.000000
701, 40629847.000000
702, 63619120.000000
703, 57467325.000000
704, 53088673.000000
705, 51498523.000000
706, 45260024.000000
707, 59914605.000000
708, 46267389.000000
709, 56656511.000000
710, 69585828.000000
711, 45055921.000000
712, 51535612.000000
713, 61493503.000000
714, 57354213.000000
715, 53672565.000000
716, 51407989.000000
717, 67451017.000000
718, 60795650.000000
719, 60840859.000000
720, 54191166.000000
721, 55928704.000000
722, 51609165.000000
723, 53137181.000000
724, 49634655.000000
725, 55412363.000000
726, 50834811.000000
727, 48021934.000000
728, 49955524.000000
729, 53308801.000000
730, 57952310.000000
731, 57737509.000000
732, 51550379.000000
733, 55891000.000000
734, 51349730.000000
735, 44194843.000000
736, 43140829.000000
737, 54256415.000000
738, 59893333.000000
739, 50126634.000000
740, 49509335.000000
741, 49826468.000000
742, 71235412.000000
743, 61937207.000000
744, 51900025.000000
745, 65471049.000000
746, 58477504.000000
747, 56292173.000000
748, 48555921.000000
749, 38435974.000000
750, 53776778.000000
751, 40430784.000000
752, 53857954.000000
753, 65627700.000000
754, 53366762.000000
755, 59487686.000000
756, 60277842.000000
757, 51192134.000000
758, 46558704.000000
759, 54043262.000000
760, 57631872.000000
761, 53507855.000000
762, 49321077.000000
763, 47525049.000000
764, 47215045.000000
765, 45865645.000000
766, 60850420.000000
767, 55128949.000000
768, 54849515.000000
769, 55513725.000000
770, 57710908.000000
771, 49744045.000000
772, 55390996.000000
773, 52339964.000000
774, 41547748.000000
775, 53619960.000000
776, 53246867.000000
777, 53887860.000000
778, 60353274.000000
779, 47873660.000000
780, 55741393.000000
781, 54058536.000000
782, 53937979.000000
783, 53230665.000000
784, 52279579.000000
785, 53945634.000000
786, 45260266.000000
787, 39036834.000000
788, 49608424.000000
789, 47873778.000000
790, 46727351.000000
791, 47938036.000000
792, 51322145.000000
793, 36069222.000000
794, 75383701.000000
795, 51262420.000000
796, 47164797.000000
797, 78024599.000000
798, 54842800.000000
799, 61829435.000000
800, 60419199.000000
801, 61733770.000000
802, 55402226.000000
803, 63340244.000000
804, 51903042.000000
805, 62688498.000000
806, 77073672.000000
807, 60822259.000000
808, 52650921.000000
809, 53476012.000000
810, 62093760.000000
811, 60755790.000000
812, 58901247.000000
813, 58582881.000000
814, 56897513.000000
815, 55088307.000000
816, 47558420.000000
817, 55562884.000000
818, 57818084.000000
819, 59358626.000000
820, 61223371.000000
821, 56712587.000000
822, 54788221.000000
823, 45923491.000000
824, 50784848.000000
825, 53117926.000000
826, 63797693.000000
827, 52797761.000000
828, 46096652.000000
829, 62912796.000000
830, 62762210.000000
831, 48213393.000000
832, 46961123.000000
833, 62525703.000000
834, 49257492.000000
835, 49138869.000000
836, 54234589.000000
837, 42483041.000000
838, 58909860.000000
839, 62476613.000000
840, 63939563.000000
841, 62305840.000000
842, 58372365.000000
843, 57962130.000000
844, 54844511.000000
845, 59783954.000000
846, 49445980.000000
847, 53769076.000000
848, 53810821.000000
849, 49252774.000000
850, 32577351.000000
851, 60060628.000000
852, 43283399.000000
853, 58695489.000000
854, 56192243.000000
855, 64016459.000000
856, 57725612.000000
857, 57099234.000000
858, 60503496.000000
859, 56063985.000000
860, 57595182.000000
861, 55145091.000000
862, 44371716.000000
863, 26480008.000000
864, 60159673.000000
865, 59730818.000000
866, 70118351.000000
867, 63703214.000000
868, 60355371.000000
869, 67068401.000000
870, 60872050.000000
871, 57941067.000000
872, 56874703.000000
873, 61587527.000000
874, 51942388.000000
875, 51767691.000000
876, 57575179.000000
877, 62844245.000000
878, 49350645.000000
879, 60128039.000000
880, 64631427.000000
881, 59590445.000000
882, 56579823.000000
883, 42273162.000000
884, 52311848.000000
885, 25319533.000000
886, 54223442.000000
887, 59730857.000000
888, 53357524.000000
889, 63965510.000000
890, 53694103.000000
891, 58102733.000000
892, 62087681.000000
893, 54025833.000000
894, 50907922.000000
895, 35413448.000000
896, 62277838.000000
897, 57149572.000000
898, 66163881.000000
899, 66041062.000000
900, 53562819.000000
901, 63940779.000000
902, 66854234.000000
903, 60164704.000000
904, 61568306.000000
905, 59107399.000000
906, 61470226.000000
907, 48063362.000000
908, 38814903.000000
909, 49718925.000000
910, 44491728.000000
911, 24831822.000000
912, 56046367.000000
913, 63248563.000000
914, 56864986.000000
915, 63110968.000000
916, 65804491.000000
917, 67858046.000000
918, 58298377.000000
919, 48481296.000000
920, 25595694.000000
921, 68845394.000000
922, 52520418.000000
923, 25549852.000000
924, 64809936.000000
925, 32999159.000000
926, 61351430.000000
927, 70032224.000000
928, 58835194.000000
929, 52131195.000000
930, 63477410.000000
931, 41209186.000000
932, 56885807.000000
933, 77661794.000000
934, 74138660.000000
935, 63701229.000000
936, 30119047.000000
937, 73617968.000000
938, 65438656.000000
939, 59855820.000000
940, 60739806.000000
941, 61093012.000000
942, 62121544.000000
943, 54123850.000000
944, 47117005.000000
945, 43925403.000000
946, 56213248.000000
947, 57296153.000000
948, 60688453.000000
949, 57165410.000000
950, 62248641.000000
951, 48837571.000000
952, 42940544.000000
953, 46570727.000000
954, 36079139.000000
955, 68774263.000000
956, 71051294.000000
957, 62989053.000000
958, 58446639.000000
959, 45239874.000000
960, 47150049.000000
961, 71834303.000000
962, 56937065.000000
963, 55020788.000000
964, 56387845.000000
965, 60646105.000000
966, 53576737.000000
967, 55103367.000000
968, 44094087.000000
969, 42533842.000000
970, 50403782.000000
971, 60479237.000000
972, 33087822.000000
973, 51354492.000000
974, 58260186.000000
975, 60153297.000000
976, 64769559.000000
977, 62178798.000000
978, 57134484.000000
979, 57832305.000000
980, 55682925.000000
981, 55504759.000000
982, 50445659.000000
983, 48086714.000000
984, 51617964.000000
985, 57362919.000000
986, 55708435.000000
987, 60098301.000000
988, 52471168.000000
989, 61293714.000000
990, 63953438.000000
991, 59171340.000000
992, 52528164.000000
993, 45194012.000000
994, 51787704.000000
995, 59685176.000000
996, 44612414.000000
997, 54477002.000000
998, 66802749.000000
999, 67007495.000000
1000, 61840608.000000
