No.of threads, Time
137, 7605317.000000
138, 4889142.000000
139, 6319741.000000
140, 6992324.000000
141, 3467001.000000
142, 3141353.000000
143, 3322027.000000
144, 4508138.000000
145, 3221725.000000
146, 9692016.000000
147, 5479224.000000
148, 5792922.000000
149, 7445209.000000
150, 5303063.000000
151, 3391107.000000
152, 3145801.000000
153, 4416504.000000
154, 7138494.000000
155, 4257309.000000
156, 5521406.000000
157, 7823733.000000
158, 4229597.000000
159, 4293428.000000
160, 7658277.000000
161, 5792590.000000
162, 3289383.000000
163, 3373838.000000
164, 12118113.000000
165, 3158455.000000
166, 3243976.000000
167, 4699120.000000
168, 4322467.000000
169, 6556863.000000
170, 5144095.000000
171, 4370703.000000
172, 5605627.000000
173, 6385693.000000
174, 3495315.000000
175, 4097556.000000
176, 5641938.000000
177, 4293875.000000
178, 5049246.000000
179, 4492303.000000
180, 6608310.000000
181, 3628051.000000
182, 5758013.000000
183, 3875501.000000
184, 3748009.000000
185, 6650332.000000
186, 6246075.000000
187, 3266109.000000
188, 5292651.000000
189, 9278368.000000
190, 3794852.000000
191, 3511593.000000
192, 4556526.000000
193, 4380032.000000
194, 5562027.000000
195, 5183958.000000
196, 3820137.000000
197, 3891526.000000
198, 7794348.000000
199, 5013824.000000
200, 3366882.000000
201, 5483199.000000
202, 4753994.000000
203, 4855680.000000
204, 3959911.000000
205, 3800423.000000
206, 4462790.000000
207, 6007573.000000
208, 4780900.000000
209, 3847177.000000
210, 3313374.000000
211, 3490556.000000
212, 6532425.000000
213, 6299623.000000
214, 5265886.000000
215, 3603442.000000
216, 3246610.000000
217, 3393528.000000
218, 3796765.000000
219, 3924348.000000
220, 4769234.000000
221, 7257255.000000
222, 3682548.000000
223, 5826999.000000
224, 4819749.000000
225, 9837224.000000
226, 8142994.000000
227, 5482851.000000
228, 4613074.000000
229, 5234029.000000
230, 4504189.000000
231, 5032527.000000
232, 8250839.000000
233, 6673653.000000
234, 4318946.000000
235, 4044597.000000
236, 3879345.000000
237, 3718897.000000
238, 6854954.000000
239, 6384622.000000
240, 7065268.000000
241, 5686093.000000
242, 4978862.000000
243, 7797303.000000
244, 4290398.000000
245, 6535900.000000
246, 5378929.000000
247, 7496707.000000
248, 5578068.000000
249, 5795368.000000
250, 8897794.000000
251, 5218106.000000
252, 4905792.000000
253, 4840217.000000
254, 8046236.000000
255, 5923414.000000
256, 6157588.000000
257, 5749095.000000
258, 5072880.000000
259, 5771219.000000
260, 8526360.000000
261, 5964705.000000
262, 5378643.000000
263, 5053572.000000
264, 5425722.000000
265, 6834721.000000
266, 6377831.000000
267, 5855232.000000
268, 6782988.000000
269, 6474829.000000
270, 7687823.000000
271, 10298700.000000
272, 7851166.000000
273, 5470481.000000
274, 5681676.000000
275, 8490905.000000
276, 5763050.000000
277, 6180266.000000
278, 5409453.000000
279, 5881132.000000
280, 11483542.000000
281, 7071476.000000
282, 4539095.000000
283, 4336395.000000
284, 5210043.000000
285, 10251311.000000
286, 5539834.000000
287, 5941941.000000
288, 7013889.000000
289, 6358018.000000
290, 7663476.000000
291, 5405541.000000
292, 7856530.000000
293, 7207831.000000
294, 7833082.000000
295, 4466777.000000
296, 4382763.000000
297, 7527487.000000
298, 6023020.000000
299, 6069238.000000
300, 4849777.000000
301, 4293852.000000
302, 4701219.000000
303, 7340596.000000
304, 6329154.000000
305, 9727268.000000
306, 5954281.000000
307, 9413539.000000
308, 7860520.000000
309, 6910172.000000
310, 6282986.000000
311, 8647482.000000
312, 6171364.000000
313, 6502763.000000
314, 11136811.000000
315, 10392999.000000
316, 10160429.000000
317, 5624833.000000
318, 4969893.000000
319, 5767330.000000
320, 10769331.000000
321, 6433314.000000
322, 9348924.000000
323, 9524322.000000
324, 5802976.000000
325, 6767188.000000
326, 7376078.000000
327, 6235594.000000
328, 6263520.000000
329, 8678900.000000
330, 5946731.000000
331, 5341342.000000
332, 5592644.000000
333, 7112831.000000
334, 7587406.000000
335, 10576246.000000
336, 13079303.000000
337, 10256114.000000
338, 7167861.000000
339, 8955528.000000
340, 9700823.000000
341, 5252382.000000
342, 5242681.000000
343, 6874568.000000
344, 9286058.000000
345, 7757901.000000
346, 9410311.000000
347, 9810542.000000
348, 10232599.000000
349, 8148756.000000
350, 7956983.000000
351, 8073349.000000
352, 6530050.000000
353, 7715451.000000
354, 8875870.000000
355, 7409415.000000
356, 8735846.000000
357, 7695217.000000
358, 10480635.000000
359, 8629353.000000
360, 7525913.000000
361, 8622592.000000
362, 7148222.000000
363, 6157823.000000
364, 7414938.000000
365, 6634145.000000
366, 14748340.000000
367, 10148711.000000
368, 8615183.000000
369, 7628097.000000
370, 8873026.000000
371, 6864219.000000
372, 7376415.000000
373, 8640913.000000
374, 7619419.000000
375, 8257119.000000
376, 7358426.000000
377, 7369524.000000
378, 7292190.000000
379, 6576908.000000
380, 6590026.000000
381, 5996960.000000
382, 8228592.000000
383, 9050101.000000
384, 5693810.000000
385, 6488297.000000
386, 6704179.000000
387, 7354406.000000
388, 6185262.000000
389, 7491857.000000
390, 8622784.000000
391, 7483041.000000
392, 8605174.000000
393, 8753249.000000
394, 7143008.000000
395, 7383653.000000
396, 10475923.000000
397, 7398781.000000
398, 8510038.000000
399, 5869033.000000
400, 6266578.000000
401, 8566644.000000
402, 9597129.000000
403, 8150051.000000
404, 8795735.000000
405, 6978501.000000
406, 5867039.000000
407, 6371758.000000
408, 8392416.000000
409, 7218888.000000
410, 6483310.000000
411, 5926639.000000
412, 6609376.000000
413, 8033688.000000
414, 7418518.000000
415, 8769311.000000
416, 8182620.000000
417, 6213119.000000
418, 6555381.000000
419, 7829820.000000
420, 7834881.000000
421, 7882333.000000
422, 9693849.000000
423, 7393431.000000
424, 10421477.000000
425, 8291319.000000
426, 6516586.000000
427, 6900565.000000
428, 7414496.000000
429, 8679903.000000
430, 8562767.000000
431, 8895762.000000
432, 12714687.000000
433, 8915837.000000
434, 10618185.000000
435, 8827466.000000
436, 11107447.000000
437, 8725908.000000
438, 6467622.000000
439, 6474700.000000
440, 9437848.000000
441, 9808826.000000
442, 10154770.000000
443, 8831478.000000
444, 9269875.000000
445, 8711988.000000
446, 11513044.000000
447, 10615680.000000
448, 11772699.000000
449, 9349727.000000
450, 8935423.000000
451, 9985336.000000
452, 11498199.000000
453, 10227731.000000
454, 9133545.000000
455, 8836322.000000
456, 8872257.000000
457, 9159917.000000
458, 7544914.000000
459, 10948845.000000
460, 7605507.000000
461, 6876839.000000
462, 8513514.000000
463, 8955677.000000
464, 7048003.000000
465, 7253422.000000
466, 11520516.000000
467, 9478866.000000
468, 10594955.000000
469, 9656290.000000
470, 11918844.000000
471, 9180297.000000
472, 7567690.000000
473, 8308299.000000
474, 7058030.000000
475, 6629892.000000
476, 9390439.000000
477, 8556723.000000
478, 7303899.000000
479, 7596932.000000
480, 9733711.000000
481, 9663191.000000
482, 10074330.000000
483, 10016530.000000
484, 10208723.000000
485, 9808195.000000
486, 10094779.000000
487, 11149860.000000
488, 8188382.000000
489, 8249267.000000
490, 8288678.000000
491, 8262934.000000
492, 12513712.000000
493, 11372745.000000
494, 10259787.000000
495, 10641991.000000
496, 9319105.000000
497, 10546287.000000
498, 8311524.000000
499, 9752765.000000
500, 10805973.000000
