No.of threads, Time
364, 5158581.000000
365, 5030789.000000
366, 5846493.000000
367, 5311240.000000
368, 6051378.000000
369, 6084421.000000
370, 5789697.000000
371, 6150263.000000
372, 4326913.000000
373, 5348709.000000
374, 5761975.000000
375, 5599145.000000
376, 7799256.000000
377, 6685720.000000
378, 7180054.000000
379, 7080826.000000
380, 5463306.000000
381, 5328256.000000
382, 4884292.000000
383, 5834951.000000
384, 5755420.000000
385, 5255457.000000
386, 5214354.000000
387, 4504188.000000
388, 5398496.000000
389, 6038533.000000
390, 5990174.000000
391, 5917330.000000
392, 5889254.000000
393, 5940288.000000
394, 6010427.000000
395, 7437388.000000
396, 8111315.000000
397, 7764477.000000
398, 8164071.000000
399, 8459359.000000
400, 7958008.000000
401, 6242404.000000
402, 5252176.000000
403, 4962249.000000
404, 6127455.000000
405, 6075309.000000
406, 6308504.000000
407, 5304261.000000
408, 4845809.000000
409, 5184039.000000
410, 7696457.000000
411, 8433760.000000
412, 5490728.000000
413, 7328714.000000
414, 6788833.000000
415, 5862027.000000
416, 6488440.000000
417, 5903408.000000
418, 6245222.000000
419, 8831816.000000
420, 7827759.000000
421, 6663221.000000
422, 6813807.000000
423, 6715100.000000
424, 6251849.000000
425, 5762422.000000
426, 5742522.000000
427, 6983020.000000
428, 5670009.000000
429, 6041007.000000
430, 8718174.000000
431, 8034323.000000
432, 10745726.000000
433, 8828752.000000
434, 8440571.000000
435, 9026519.000000
436, 9088710.000000
437, 9238072.000000
438, 9578753.000000
439, 9275759.000000
440, 9139539.000000
441, 8117723.000000
442, 8287813.000000
443, 8579278.000000
444, 5698202.000000
445, 9547728.000000
446, 7247825.000000
447, 9657557.000000
448, 9052982.000000
449, 9351827.000000
450, 8584761.000000
451, 11054479.000000
452, 9160845.000000
453, 8786447.000000
454, 7153810.000000
455, 5536691.000000
456, 5167168.000000
457, 7449552.000000
458, 6974485.000000
459, 7290783.000000
460, 5693382.000000
461, 6060274.000000
462, 8559176.000000
463, 6745522.000000
464, 6404967.000000
465, 6134460.000000
466, 7311522.000000
467, 6639283.000000
468, 7221223.000000
469, 8016080.000000
470, 6932654.000000
471, 7736189.000000
472, 6977142.000000
473, 7527735.000000
474, 8164837.000000
475, 8123281.000000
476, 7756186.000000
477, 6963507.000000
478, 7275924.000000
479, 6849854.000000
480, 5804798.000000
481, 6336496.000000
482, 7288058.000000
483, 6446314.000000
484, 5737037.000000
485, 5956821.000000
486, 7774835.000000
487, 6797054.000000
488, 6201694.000000
489, 6136186.000000
490, 6910073.000000
491, 6924827.000000
492, 6431768.000000
493, 5655753.000000
494, 6867947.000000
495, 6636779.000000
496, 7330799.000000
497, 6539483.000000
498, 7735690.000000
499, 6047951.000000
500, 6943918.000000
501, 6333704.000000
502, 7469672.000000
503, 6510236.000000
504, 7337546.000000
505, 6237069.000000
506, 6060625.000000
507, 6190124.000000
508, 7948776.000000
509, 6232703.000000
510, 5946679.000000
511, 6566642.000000
512, 6878279.000000
513, 7297604.000000
514, 6235157.000000
515, 7069445.000000
516, 7585713.000000
517, 6890672.000000
518, 9083899.000000
519, 7052189.000000
520, 6903707.000000
521, 7463802.000000
522, 6998400.000000
523, 7624076.000000
524, 7941755.000000
525, 7348932.000000
526, 7970869.000000
527, 8203053.000000
528, 6922515.000000
529, 7896442.000000
530, 7570098.000000
531, 7869665.000000
532, 7507353.000000
533, 9019776.000000
534, 11246308.000000
535, 9165933.000000
536, 6649215.000000
537, 6578494.000000
538, 7491793.000000
539, 8369444.000000
540, 7513256.000000
541, 7881587.000000
542, 6831146.000000
543, 7128056.000000
544, 6891807.000000
545, 6722926.000000
546, 6725888.000000
547, 6406895.000000
548, 7577064.000000
549, 10236642.000000
550, 6483978.000000
551, 6890722.000000
552, 7601031.000000
553, 7615032.000000
554, 6688573.000000
555, 7047745.000000
556, 7733623.000000
557, 7788930.000000
558, 7729805.000000
559, 6953242.000000
560, 8996546.000000
561, 8793666.000000
562, 6817524.000000
563, 7864446.000000
564, 9424272.000000
565, 7385489.000000
566, 7015265.000000
567, 8251939.000000
568, 8264735.000000
569, 7611296.000000
570, 8361695.000000
571, 7353653.000000
572, 7804651.000000
573, 8382527.000000
574, 7880241.000000
575, 7757177.000000
576, 8235370.000000
577, 7858773.000000
578, 9719220.000000
579, 7465687.000000
580, 7201907.000000
581, 8085876.000000
582, 8819198.000000
583, 7767680.000000
584, 7786624.000000
585, 7682422.000000
586, 7084476.000000
587, 8940456.000000
588, 8805108.000000
589, 8118013.000000
590, 8718177.000000
591, 8378545.000000
592, 9863393.000000
593, 8960250.000000
594, 8088838.000000
595, 8778660.000000
596, 11522766.000000
597, 9129088.000000
598, 7552997.000000
599, 8119753.000000
600, 8012318.000000
601, 7142509.000000
602, 7828004.000000
603, 10501335.000000
604, 8050837.000000
605, 9290071.000000
606, 10232804.000000
607, 10155094.000000
608, 19249117.000000
609, 12728403.000000
610, 11397379.000000
611, 11692587.000000
612, 13160547.000000
613, 11844522.000000
614, 12305221.000000
615, 11809771.000000
616, 12299783.000000
617, 11530520.000000
618, 11992989.000000
619, 13126070.000000
620, 11931232.000000
621, 11793055.000000
622, 9240677.000000
623, 9064584.000000
624, 8286090.000000
625, 9027837.000000
626, 7939821.000000
627, 8794637.000000
628, 8936959.000000
629, 8190585.000000
630, 9067901.000000
631, 7945233.000000
632, 9807653.000000
633, 8081407.000000
634, 8124880.000000
635, 9172948.000000
636, 9632097.000000
637, 8775965.000000
638, 8052502.000000
639, 8743823.000000
640, 8963807.000000
641, 8501982.000000
642, 9857275.000000
643, 8658447.000000
644, 9215336.000000
645, 10570311.000000
646, 8417096.000000
647, 8723738.000000
648, 9037620.000000
649, 8387157.000000
650, 9661144.000000
651, 9937864.000000
652, 8758482.000000
653, 9262567.000000
654, 12856926.000000
655, 12924064.000000
656, 12421451.000000
657, 13658927.000000
658, 14271609.000000
659, 12922559.000000
660, 12970138.000000
661, 13759373.000000
662, 12824797.000000
663, 13480324.000000
664, 12829879.000000
665, 14170077.000000
666, 13309264.000000
667, 14048014.000000
668, 15009784.000000
669, 13789282.000000
670, 14101184.000000
671, 13203894.000000
672, 13038595.000000
673, 13632478.000000
674, 12854421.000000
675, 12943869.000000
676, 12882831.000000
677, 13768720.000000
678, 13496442.000000
679, 11289418.000000
680, 10532264.000000
681, 10254809.000000
682, 10703363.000000
683, 9000342.000000
684, 12350624.000000
685, 13987204.000000
686, 14478848.000000
687, 13606804.000000
688, 13608378.000000
689, 13751347.000000
690, 14573731.000000
691, 14207681.000000
692, 13943254.000000
693, 15427810.000000
694, 15343113.000000
695, 13764682.000000
696, 14533527.000000
697, 13862238.000000
698, 13717085.000000
699, 14707421.000000
700, 13583524.000000
701, 14475406.000000
702, 13572132.000000
703, 14254177.000000
704, 13731551.000000
705, 14461443.000000
706, 14798224.000000
707, 13647362.000000
708, 14729217.000000
709, 13665678.000000
710, 13669070.000000
711, 13858005.000000
712, 9103243.000000
713, 9908641.000000
714, 11024982.000000
715, 9359067.000000
716, 11821452.000000
717, 15442924.000000
718, 14218740.000000
719, 14514213.000000
720, 14023008.000000
721, 15688324.000000
722, 14858943.000000
723, 17751023.000000
724, 14155810.000000
725, 14053381.000000
726, 14305428.000000
727, 14769132.000000
728, 14935840.000000
729, 18747330.000000
730, 14467546.000000
731, 14413920.000000
732, 14265494.000000
733, 14363198.000000
734, 14567807.000000
735, 15029756.000000
736, 14490793.000000
737, 15653080.000000
738, 16115010.000000
739, 14484345.000000
740, 15188730.000000
741, 14948442.000000
742, 14911221.000000
743, 14472220.000000
744, 14357954.000000
745, 15098977.000000
746, 14445549.000000
747, 9839580.000000
748, 9676152.000000
749, 11852177.000000
750, 14683370.000000
751, 17024719.000000
752, 14274138.000000
753, 15532772.000000
754, 14545079.000000
755, 14915136.000000
756, 15384603.000000
757, 16796944.000000
758, 16691089.000000
759, 14817441.000000
760, 14550787.000000
761, 14833746.000000
762, 16080538.000000
763, 15997022.000000
764, 14749970.000000
765, 15862038.000000
766, 14797003.000000
767, 15476664.000000
768, 15332159.000000
769, 16639412.000000
770, 14760835.000000
771, 15432893.000000
772, 15934688.000000
773, 16574527.000000
774, 16946221.000000
775, 18556606.000000
776, 14777991.000000
777, 15780185.000000
778, 14356785.000000
779, 15709969.000000
780, 15434782.000000
781, 15396150.000000
782, 15084320.000000
783, 16878622.000000
784, 20914123.000000
785, 15717840.000000
786, 15565632.000000
787, 15256968.000000
788, 16192596.000000
789, 16783872.000000
790, 16121163.000000
791, 15727242.000000
792, 15993057.000000
793, 17763984.000000
794, 15373520.000000
795, 16031897.000000
796, 16548127.000000
797, 16830868.000000
798, 15959828.000000
799, 15422249.000000
800, 14826354.000000
801, 15487823.000000
802, 15478947.000000
803, 15923715.000000
804, 17171014.000000
805, 15801699.000000
806, 15782799.000000
807, 18014822.000000
808, 16500510.000000
809, 17882687.000000
810, 17001252.000000
811, 15854467.000000
812, 16100336.000000
813, 16260664.000000
814, 16766393.000000
815, 16163910.000000
816, 15458334.000000
817, 14761660.000000
818, 12101061.000000
819, 12458182.000000
820, 16889001.000000
821, 16808780.000000
822, 10275123.000000
823, 11940784.000000
824, 12770638.000000
825, 16255394.000000
826, 16221761.000000
827, 16239174.000000
828, 16727797.000000
829, 16288563.000000
830, 17193884.000000
831, 16580640.000000
832, 18320315.000000
833, 17232256.000000
834, 17976747.000000
835, 17023456.000000
836, 16271756.000000
837, 17635513.000000
838, 16862793.000000
839, 16977478.000000
840, 16332255.000000
841, 16968941.000000
842, 16352199.000000
843, 17030409.000000
844, 17565184.000000
845, 16719922.000000
846, 16104864.000000
847, 16908179.000000
848, 17637137.000000
849, 10747082.000000
850, 16240369.000000
851, 19522201.000000
852, 17188854.000000
853, 18609524.000000
854, 13576162.000000
855, 11576117.000000
856, 11877229.000000
857, 10564696.000000
858, 23231703.000000
859, 12806827.000000
860, 13503414.000000
861, 12594059.000000
862, 11082024.000000
863, 12878416.000000
864, 11645380.000000
865, 13058710.000000
866, 11480642.000000
867, 13495158.000000
868, 12064443.000000
869, 13136674.000000
870, 12087610.000000
871, 12709115.000000
872, 13333735.000000
873, 12673088.000000
874, 11406812.000000
875, 13936305.000000
876, 13006322.000000
877, 13053702.000000
878, 14750898.000000
879, 13875344.000000
880, 12103031.000000
881, 12681825.000000
882, 12040607.000000
883, 12453027.000000
884, 11752359.000000
885, 12789174.000000
886, 12588199.000000
887, 11637031.000000
888, 12187429.000000
889, 11661746.000000
890, 13248568.000000
891, 11910714.000000
892, 12757232.000000
893, 12199817.000000
894, 12733409.000000
895, 11799918.000000
896, 13309161.000000
897, 12303751.000000
898, 12858690.000000
899, 12062439.000000
900, 12939383.000000
901, 13438833.000000
902, 11194236.000000
903, 14309350.000000
904, 12668786.000000
905, 14619397.000000
906, 13133885.000000
907, 11428660.000000
908, 12659715.000000
909, 13338534.000000
910, 12171465.000000
911, 13250161.000000
912, 13055984.000000
913, 11985391.000000
914, 12758931.000000
915, 12861907.000000
916, 12734503.000000
917, 12545404.000000
918, 13206028.000000
919, 14467737.000000
920, 12168731.000000
921, 13836694.000000
922, 11248168.000000
923, 14078938.000000
924, 12511636.000000
925, 12437139.000000
926, 12894420.000000
927, 12986543.000000
928, 12727816.000000
929, 17088346.000000
930, 19986943.000000
931, 17697156.000000
932, 17264405.000000
933, 18111931.000000
934, 15719653.000000
935, 11917865.000000
936, 14404485.000000
937, 13003408.000000
938, 13734519.000000
939, 14563845.000000
940, 12445320.000000
941, 14594826.000000
942, 12972889.000000
943, 14176879.000000
944, 13597807.000000
945, 13299313.000000
946, 13007706.000000
947, 12942141.000000
948, 13664286.000000
949, 14088939.000000
950, 13566455.000000
951, 13426367.000000
952, 12055547.000000
953, 15463643.000000
954, 12086199.000000
955, 13857437.000000
956, 12052254.000000
957, 15282398.000000
958, 12225581.000000
959, 14760644.000000
960, 13697390.000000
961, 13675482.000000
962, 15592857.000000
963, 13791617.000000
964, 12305804.000000
965, 13481172.000000
966, 13720729.000000
967, 14125094.000000
968, 13174967.000000
969, 12843173.000000
970, 15162641.000000
971, 13819810.000000
972, 13627939.000000
973, 13432274.000000
974, 14040405.000000
975, 13441677.000000
976, 13949196.000000
977, 13368466.000000
978, 14497414.000000
979, 12789645.000000
980, 13488930.000000
981, 20812671.000000
982, 23188902.000000
983, 19338743.000000
984, 18831167.000000
985, 19158523.000000
986, 20626276.000000
987, 20778393.000000
988, 18966739.000000
989, 19492304.000000
990, 20237329.000000
991, 20461681.000000
992, 19981080.000000
993, 19650855.000000
994, 20629117.000000
995, 21055152.000000
996, 20451516.000000
997, 20680351.000000
998, 20935691.000000
999, 19899671.000000
1000, 22813664.000000
1001, 21410353.000000
1002, 20623177.000000
1003, 21753255.000000
1004, 19613862.000000
1005, 13941030.000000
1006, 14471979.000000
1007, 15304079.000000
1008, 21639031.000000
1009, 17617984.000000
1010, 15888149.000000
1011, 14663492.000000
1012, 13420008.000000
1013, 14757285.000000
1014, 14805073.000000
1015, 15244909.000000
1016, 13910164.000000
1017, 17348758.000000
1018, 17351214.000000
1019, 14926970.000000
1020, 14972596.000000
1021, 16962986.000000
1022, 14042555.000000
1023, 14816718.000000
1024, 15870351.000000
1025, 14230086.000000
1026, 14200643.000000
1027, 15350515.000000
1028, 17208104.000000
1029, 23257111.000000
1030, 19853134.000000
1031, 20858544.000000
1032, 21558130.000000
1033, 23687425.000000
1034, 22708202.000000
1035, 22658010.000000
1036, 21148839.000000
1037, 20359479.000000
1038, 15609640.000000
1039, 14089110.000000
1040, 19072980.000000
1041, 21860916.000000
1042, 21148329.000000
1043, 21615300.000000
1044, 21921970.000000
1045, 22098727.000000
1046, 20833462.000000
1047, 20881641.000000
1048, 20940203.000000
1049, 19521664.000000
1050, 15492327.000000
1051, 15121588.000000
1052, 14360143.000000
1053, 14427040.000000
1054, 16236214.000000
1055, 16493778.000000
1056, 15737717.000000
1057, 14452966.000000
1058, 15720496.000000
1059, 15778283.000000
1060, 14770047.000000
1061, 14521935.000000
1062, 14557879.000000
1063, 16023646.000000
1064, 21443581.000000
1065, 21616103.000000
1066, 26060526.000000
1067, 23945264.000000
1068, 20712482.000000
1069, 21074912.000000
1070, 23350379.000000
1071, 21761254.000000
1072, 20904689.000000
1073, 21120319.000000
1074, 17954276.000000
1075, 21028501.000000
1076, 20949747.000000
1077, 21851169.000000
1078, 21333327.000000
1079, 21884637.000000
1080, 21376757.000000
1081, 22368850.000000
1082, 18224240.000000
1083, 23348281.000000
1084, 22397508.000000
1085, 18736334.000000
1086, 16441056.000000
1087, 15515501.000000
1088, 15944912.000000
1089, 15978600.000000
1090, 17374490.000000
1091, 22097632.000000
1092, 20735445.000000
1093, 22519310.000000
1094, 21946118.000000
1095, 22055698.000000
1096, 22306531.000000
1097, 26043612.000000
1098, 21448987.000000
1099, 22266621.000000
1100, 21675740.000000
1101, 15001737.000000
1102, 16115884.000000
1103, 16166345.000000
1104, 23392548.000000
1105, 21508055.000000
1106, 23674931.000000
1107, 21517719.000000
1108, 16734710.000000
1109, 23297890.000000
1110, 21874390.000000
1111, 21580686.000000
1112, 22385022.000000
1113, 22613551.000000
1114, 24083264.000000
1115, 22355664.000000
1116, 22773478.000000
1117, 22026770.000000
1118, 22270267.000000
1119, 24491816.000000
1120, 26989188.000000
1121, 19343780.000000
1122, 23809356.000000
1123, 21435765.000000
1124, 23529541.000000
1125, 22089646.000000
1126, 23554519.000000
1127, 22632398.000000
1128, 17579847.000000
1129, 15652932.000000
1130, 15204924.000000
1131, 15979083.000000
1132, 22521530.000000
1133, 23149688.000000
1134, 25857452.000000
1135, 23773152.000000
1136, 22298783.000000
1137, 22401940.000000
1138, 23580427.000000
1139, 25646294.000000
1140, 23606212.000000
1141, 25445231.000000
1142, 23284941.000000
1143, 22114022.000000
1144, 22515679.000000
1145, 23837765.000000
1146, 22822699.000000
1147, 21993641.000000
1148, 25896813.000000
1149, 22148736.000000
1150, 23803027.000000
1151, 22951288.000000
1152, 22933350.000000
1153, 25182584.000000
1154, 24592083.000000
1155, 24068091.000000
1156, 21360496.000000
1157, 16758489.000000
1158, 16960730.000000
1159, 15089989.000000
1160, 17260865.000000
1161, 15504349.000000
1162, 19484953.000000
1163, 15748929.000000
1164, 16854741.000000
1165, 16192673.000000
1166, 15824108.000000
1167, 15002999.000000
1168, 16791700.000000
1169, 17865279.000000
1170, 16924004.000000
1171, 16820939.000000
1172, 15607409.000000
1173, 15656236.000000
1174, 16668628.000000
1175, 14932772.000000
1176, 17286168.000000
1177, 19425073.000000
1178, 24055238.000000
1179, 22472297.000000
1180, 24310520.000000
1181, 23862431.000000
1182, 20419240.000000
1183, 23049537.000000
1184, 23934461.000000
1185, 23415155.000000
1186, 19157702.000000
1187, 17263796.000000
1188, 17280175.000000
1189, 19553061.000000
1190, 17441436.000000
1191, 17244659.000000
1192, 16454779.000000
1193, 16381404.000000
1194, 16117798.000000
1195, 17527325.000000
1196, 15774423.000000
1197, 19828292.000000
1198, 17570273.000000
1199, 16822380.000000
1200, 17361242.000000
1201, 17655400.000000
1202, 16587981.000000
1203, 17492271.000000
1204, 18193507.000000
1205, 18329826.000000
1206, 19366529.000000
1207, 18632999.000000
1208, 17566668.000000
1209, 16775672.000000
1210, 17994746.000000
1211, 18674135.000000
1212, 16474583.000000
1213, 17355879.000000
1214, 17799580.000000
1215, 18451047.000000
1216, 17586457.000000
1217, 17458834.000000
1218, 18379352.000000
1219, 18238769.000000
1220, 18734358.000000
1221, 17902999.000000
1222, 17459040.000000
1223, 17417123.000000
1224, 18944365.000000
1225, 17170717.000000
1226, 27655833.000000
1227, 24271734.000000
1228, 24481018.000000
1229, 25374823.000000
1230, 24062309.000000
1231, 27128212.000000
1232, 24653929.000000
1233, 24267148.000000
1234, 25558595.000000
1235, 17010835.000000
1236, 18300590.000000
1237, 26307980.000000
1238, 26419950.000000
1239, 24421620.000000
1240, 15992704.000000
1241, 16698028.000000
1242, 17495737.000000
1243, 15606503.000000
1244, 24199500.000000
1245, 24984460.000000
1246, 24373980.000000
1247, 26215603.000000
1248, 26737364.000000
1249, 24959592.000000
1250, 25701830.000000
