No.of threads, Time
1, 179823330644.000000
10, 61584497103.000000
100, 48733856253.000000
250, 48441450252.000000
500, 46224833855.000000
750, 45610194303.000000
1000, 45330400127.000000
2500, 44707803553.000000
5000, 44747810860.000000
7500, 44737611681.000000
10000, 44598349658.000000
