No.of threads, Time
230, 41598361.000000
231, 40486439.000000
232, 42459732.000000
233, 40166288.000000
234, 40835526.000000
235, 37118693.000000
236, 35931798.000000
237, 38441660.000000
238, 39627332.000000
239, 37345170.000000
240, 43836501.000000
241, 42820896.000000
242, 35026249.000000
243, 39490193.000000
244, 36146370.000000
245, 46804034.000000
246, 36638618.000000
247, 35924519.000000
248, 37132054.000000
249, 37717100.000000
250, 38625658.000000
251, 41065953.000000
252, 38617105.000000
253, 36356090.000000
254, 35050906.000000
255, 36197731.000000
256, 34910616.000000
257, 43028622.000000
258, 36356470.000000
259, 38720031.000000
260, 38691290.000000
261, 35398405.000000
262, 38829602.000000
263, 41299570.000000
264, 38632396.000000
265, 34678670.000000
266, 38611013.000000
267, 40635654.000000
268, 41560768.000000
269, 39646205.000000
270, 38075485.000000
271, 38906111.000000
272, 38496872.000000
273, 38461981.000000
274, 37624284.000000
275, 36430163.000000
276, 36017074.000000
277, 41503824.000000
278, 43494166.000000
279, 38399068.000000
280, 43494403.000000
281, 38337653.000000
282, 39271845.000000
283, 38574119.000000
284, 37266613.000000
285, 41251242.000000
286, 38939784.000000
287, 36521745.000000
288, 40106163.000000
289, 37995482.000000
290, 42092001.000000
291, 39476826.000000
292, 41585747.000000
293, 43022921.000000
294, 43930924.000000
295, 36676118.000000
296, 45240412.000000
297, 42362111.000000
298, 38443265.000000
299, 39026150.000000
300, 40875491.000000
301, 40065241.000000
302, 37368997.000000
303, 45285388.000000
304, 39697840.000000
305, 33556797.000000
306, 38880173.000000
307, 45591665.000000
308, 40633553.000000
309, 42231707.000000
310, 35200562.000000
311, 42401841.000000
312, 36442598.000000
313, 37317890.000000
314, 41270170.000000
315, 40420378.000000
316, 36437458.000000
317, 40232697.000000
318, 39078957.000000
319, 39149727.000000
320, 42861093.000000
321, 39954438.000000
322, 40728727.000000
323, 38120653.000000
324, 41719894.000000
325, 38670504.000000
326, 37156799.000000
327, 40520088.000000
328, 36240063.000000
329, 38220149.000000
330, 38513676.000000
331, 38410904.000000
332, 39415482.000000
333, 37366202.000000
334, 42187008.000000
335, 40249140.000000
336, 38327108.000000
337, 45345211.000000
338, 39526454.000000
339, 40278064.000000
340, 42682193.000000
341, 42197015.000000
342, 40124461.000000
343, 36879033.000000
344, 40506254.000000
345, 40545397.000000
346, 40983764.000000
347, 38956458.000000
348, 40434175.000000
349, 40621209.000000
350, 41426184.000000
351, 38749081.000000
352, 43229208.000000
353, 41720444.000000
354, 41885742.000000
355, 40682093.000000
356, 40286962.000000
357, 39462150.000000
358, 42346416.000000
359, 38615421.000000
360, 44406613.000000
361, 41233183.000000
362, 44454765.000000
363, 37910280.000000
364, 41126449.000000
365, 41521901.000000
366, 37927879.000000
367, 46104981.000000
368, 38346037.000000
369, 40499559.000000
370, 43457234.000000
371, 43689575.000000
372, 37516222.000000
373, 40152916.000000
374, 41820010.000000
375, 40477671.000000
376, 39685914.000000
377, 41824750.000000
378, 43004213.000000
379, 43027577.000000
380, 38090441.000000
381, 42153876.000000
382, 36510918.000000
383, 40993924.000000
384, 41259855.000000
385, 39850853.000000
386, 40748634.000000
387, 36538611.000000
388, 42275742.000000
389, 43265027.000000
390, 43571636.000000
391, 41197297.000000
392, 39556979.000000
393, 38519518.000000
394, 43528262.000000
395, 43708863.000000
396, 44403778.000000
397, 40575290.000000
398, 40627256.000000
399, 36565991.000000
400, 44520582.000000
401, 44012200.000000
402, 40874937.000000
403, 43152506.000000
404, 39516177.000000
405, 41281790.000000
406, 42266828.000000
407, 39433270.000000
408, 40971686.000000
409, 40541844.000000
410, 39053250.000000
411, 42933420.000000
412, 41137742.000000
413, 41425854.000000
414, 40090469.000000
415, 42588279.000000
416, 40423501.000000
417, 39445581.000000
418, 42699483.000000
419, 44207600.000000
420, 39298498.000000
421, 41342219.000000
422, 42527613.000000
423, 40541053.000000
424, 40351296.000000
425, 41523942.000000
426, 45919679.000000
427, 39639055.000000
428, 40554195.000000
429, 42310731.000000
430, 42859750.000000
431, 41210155.000000
432, 41045573.000000
433, 42465237.000000
434, 43836799.000000
435, 39470536.000000
436, 45530364.000000
437, 37166263.000000
438, 47974292.000000
439, 42320096.000000
440, 42611588.000000
441, 42620472.000000
442, 40482980.000000
443, 42538779.000000
444, 39627286.000000
445, 40950396.000000
446, 46516804.000000
447, 39318388.000000
448, 40821935.000000
449, 44263291.000000
450, 38991257.000000
451, 45754067.000000
452, 42604312.000000
453, 46317572.000000
454, 50029323.000000
455, 44514376.000000
456, 40100974.000000
457, 41981035.000000
458, 41511550.000000
459, 42840215.000000
460, 40435147.000000
461, 40270275.000000
462, 45415187.000000
463, 43754357.000000
464, 43786896.000000
465, 38687538.000000
466, 47217113.000000
467, 43925385.000000
468, 41760581.000000
469, 43765027.000000
470, 44083328.000000
471, 40656846.000000
472, 42554878.000000
473, 45670192.000000
474, 41248075.000000
475, 40913853.000000
476, 42804209.000000
477, 41493630.000000
478, 46281242.000000
479, 44433563.000000
480, 41244809.000000
481, 42625210.000000
482, 45592437.000000
483, 40759520.000000
484, 40187040.000000
485, 45068250.000000
486, 44432721.000000
487, 39921848.000000
488, 41115433.000000
489, 45401724.000000
490, 41762738.000000
491, 41734746.000000
492, 45978527.000000
493, 41571435.000000
494, 41184819.000000
495, 39529137.000000
496, 40915390.000000
497, 40406782.000000
498, 38974895.000000
499, 42055927.000000
500, 43742746.000000
501, 43385391.000000
502, 43174546.000000
503, 44189195.000000
504, 41105310.000000
505, 44934216.000000
506, 43954672.000000
507, 40818455.000000
508, 41875710.000000
509, 45569181.000000
510, 42403592.000000
511, 42482933.000000
512, 49234199.000000
513, 42985983.000000
514, 42393968.000000
515, 43090529.000000
516, 43190826.000000
517, 39485139.000000
518, 41362211.000000
519, 47536304.000000
520, 39916601.000000
521, 41255965.000000
522, 43874687.000000
523, 42755378.000000
524, 40372957.000000
525, 41687291.000000
526, 41834870.000000
527, 41775169.000000
528, 47721255.000000
529, 41406598.000000
530, 39528721.000000
531, 43396429.000000
532, 43151485.000000
533, 43153828.000000
534, 40614269.000000
535, 46417338.000000
536, 42888947.000000
537, 40943644.000000
538, 40891283.000000
539, 43889072.000000
540, 44172912.000000
541, 40601511.000000
542, 43246787.000000
543, 45001617.000000
544, 44126929.000000
545, 40288801.000000
546, 47383861.000000
547, 41997538.000000
548, 41332239.000000
549, 40731805.000000
550, 41917446.000000
551, 47832206.000000
552, 46951293.000000
553, 41842558.000000
554, 41125693.000000
555, 43175855.000000
556, 46154254.000000
557, 41722094.000000
558, 42038626.000000
559, 41105414.000000
560, 39238860.000000
561, 42793409.000000
562, 42517988.000000
563, 47593707.000000
564, 41540644.000000
565, 44553000.000000
566, 41774421.000000
567, 47725608.000000
568, 43907207.000000
569, 45401328.000000
570, 39777312.000000
571, 41989511.000000
572, 48792992.000000
573, 41636727.000000
574, 47194906.000000
575, 41394979.000000
576, 45299590.000000
577, 41053597.000000
578, 43323356.000000
579, 45730259.000000
580, 42519586.000000
581, 41198997.000000
582, 38455186.000000
583, 42112797.000000
584, 40513556.000000
585, 43819701.000000
586, 40640947.000000
587, 44437967.000000
588, 43250995.000000
589, 44285156.000000
590, 44834133.000000
591, 41045803.000000
592, 42071694.000000
593, 42617340.000000
594, 42487675.000000
595, 41878837.000000
596, 43754456.000000
597, 45137810.000000
598, 45041127.000000
599, 42219012.000000
600, 40844044.000000
601, 44943332.000000
602, 44716710.000000
603, 43303903.000000
604, 36530806.000000
605, 41066014.000000
606, 43451574.000000
607, 44721503.000000
608, 44830776.000000
609, 42809452.000000
610, 44063763.000000
611, 36793745.000000
612, 40317179.000000
613, 43493806.000000
614, 45798038.000000
615, 42575986.000000
616, 46650296.000000
617, 44112023.000000
618, 46698271.000000
619, 51706428.000000
620, 59952216.000000
621, 59637381.000000
622, 67682909.000000
623, 68047691.000000
624, 66857448.000000
625, 81893564.000000
626, 76894275.000000
627, 75512737.000000
628, 76611469.000000
629, 73699063.000000
630, 79315718.000000
631, 80764933.000000
632, 72148430.000000
633, 79028952.000000
634, 76780631.000000
635, 82229175.000000
636, 84466222.000000
637, 85162050.000000
638, 85337850.000000
639, 90025702.000000
640, 89962025.000000
641, 97820935.000000
642, 94029321.000000
643, 101823385.000000
644, 91817796.000000
645, 94011078.000000
646, 92000115.000000
647, 108116356.000000
648, 97212835.000000
649, 97521487.000000
650, 116140066.000000
651, 102410433.000000
652, 128885553.000000
653, 121408266.000000
654, 110590916.000000
655, 107979059.000000
656, 98748641.000000
657, 116278407.000000
658, 110649717.000000
659, 118196323.000000
660, 127173944.000000
661, 134749690.000000
662, 109918050.000000
663, 109822025.000000
664, 109617020.000000
665, 112476909.000000
666, 122842654.000000
667, 108496527.000000
668, 112422833.000000
669, 115877836.000000
670, 98272664.000000
671, 96557691.000000
672, 110698568.000000
673, 98645286.000000
674, 125710342.000000
675, 107309568.000000
676, 120132915.000000
677, 102117851.000000
678, 96621224.000000
679, 100994546.000000
680, 99687729.000000
681, 101136118.000000
682, 100402553.000000
683, 104724245.000000
684, 95088530.000000
685, 108930835.000000
686, 91585165.000000
687, 104993787.000000
688, 108369253.000000
689, 110500127.000000
690, 105624197.000000
691, 107923911.000000
692, 93742422.000000
693, 108250351.000000
694, 109950715.000000
695, 108579486.000000
696, 91745134.000000
697, 108899570.000000
698, 104353874.000000
699, 110483437.000000
700, 100329160.000000
701, 95610700.000000
702, 106370585.000000
703, 94177608.000000
704, 110662735.000000
705, 98085593.000000
706, 99715482.000000
707, 107725895.000000
708, 100370076.000000
709, 95801767.000000
710, 109822025.000000
711, 97764485.000000
712, 97930639.000000
713, 100794144.000000
714, 92866494.000000
715, 102816746.000000
716, 101126777.000000
717, 105114606.000000
718, 95611479.000000
719, 94834472.000000
720, 97273643.000000
721, 104422358.000000
722, 93564660.000000
723, 106082788.000000
724, 89943691.000000
725, 93167037.000000
726, 88912414.000000
727, 101512535.000000
728, 97269220.000000
729, 97644702.000000
730, 99957330.000000
731, 103858861.000000
732, 107444393.000000
733, 97975584.000000
734, 101378165.000000
735, 112303804.000000
736, 102435591.000000
737, 112208382.000000
738, 97516611.000000
739, 104283188.000000
740, 88012677.000000
741, 100826888.000000
742, 92553606.000000
743, 95511130.000000
744, 104599192.000000
745, 101873543.000000
746, 99753200.000000
747, 95588988.000000
748, 110578414.000000
749, 85700694.000000
750, 98277588.000000
751, 86352830.000000
752, 93110735.000000
753, 93228376.000000
754, 96416242.000000
755, 93982456.000000
756, 98385194.000000
757, 100379999.000000
758, 88212571.000000
759, 99048200.000000
760, 110778232.000000
761, 97608163.000000
762, 95413538.000000
763, 93570590.000000
764, 90706176.000000
765, 104147645.000000
766, 90100778.000000
767, 90808886.000000
768, 97114447.000000
769, 96056614.000000
770, 104148528.000000
771, 92286542.000000
772, 107610752.000000
773, 99583741.000000
774, 90266858.000000
775, 90254825.000000
776, 96469560.000000
777, 93954761.000000
778, 101088374.000000
779, 106310534.000000
780, 84461542.000000
781, 91749800.000000
782, 102593841.000000
783, 101902298.000000
784, 88330701.000000
785, 92940054.000000
786, 89253811.000000
787, 92224301.000000
788, 89220891.000000
789, 95336958.000000
790, 105235906.000000
791, 102405914.000000
792, 94035998.000000
793, 97376512.000000
794, 82135872.000000
795, 98341082.000000
796, 99321597.000000
797, 100638217.000000
798, 92709607.000000
799, 94657295.000000
800, 104182692.000000
801, 96737430.000000
802, 91132158.000000
803, 106299362.000000
804, 98945055.000000
805, 102106845.000000
806, 105043950.000000
807, 101346108.000000
808, 95439726.000000
809, 93298956.000000
810, 98286862.000000
811, 90120541.000000
812, 93940617.000000
813, 96459881.000000
814, 100976458.000000
815, 87221953.000000
816, 80688135.000000
817, 83293490.000000
818, 91121750.000000
819, 97584318.000000
820, 86427172.000000
821, 93965885.000000
822, 106409399.000000
823, 103593522.000000
824, 103390303.000000
825, 91019706.000000
826, 97096540.000000
827, 96003124.000000
828, 94761225.000000
829, 95637787.000000
830, 85278662.000000
831, 95722392.000000
832, 100198957.000000
833, 107222564.000000
834, 92361964.000000
835, 103889596.000000
836, 90394650.000000
837, 101426979.000000
838, 106258598.000000
839, 105447571.000000
840, 92122771.000000
841, 99117552.000000
842, 94680629.000000
843, 99595792.000000
844, 96601190.000000
845, 93686143.000000
846, 85967370.000000
847, 101482346.000000
848, 97250438.000000
849, 99901641.000000
850, 91592615.000000
851, 94777984.000000
852, 96323522.000000
853, 104792214.000000
854, 95143730.000000
855, 102335782.000000
856, 99586361.000000
857, 94813932.000000
858, 87029820.000000
859, 97111318.000000
860, 97829813.000000
861, 88240376.000000
862, 90121359.000000
863, 90889849.000000
864, 97184955.000000
865, 94335051.000000
866, 95035900.000000
867, 95082596.000000
868, 95680225.000000
869, 99983276.000000
870, 98518247.000000
871, 94694106.000000
872, 99072818.000000
873, 89763865.000000
874, 90501067.000000
875, 98189918.000000
876, 93028881.000000
877, 87490886.000000
878, 96767042.000000
879, 86489127.000000
880, 95884880.000000
881, 108225470.000000
882, 93809008.000000
883, 90055884.000000
884, 87738522.000000
885, 88494494.000000
886, 99949895.000000
887, 89556312.000000
888, 103976775.000000
889, 92552717.000000
890, 95999373.000000
891, 98888158.000000
892, 103794445.000000
893, 93878486.000000
894, 105594330.000000
895, 96581148.000000
896, 93099821.000000
897, 99134739.000000
898, 94371254.000000
899, 97609434.000000
900, 87146849.000000
901, 91870729.000000
902, 103990364.000000
903, 100730065.000000
904, 96803171.000000
905, 98478235.000000
906, 91489580.000000
907, 98801452.000000
908, 78689191.000000
909, 94892936.000000
910, 83866498.000000
911, 92817581.000000
912, 106263032.000000
913, 88239866.000000
914, 92280535.000000
915, 93025111.000000
916, 98100168.000000
917, 126840991.000000
918, 101646038.000000
919, 101067652.000000
920, 93991617.000000
921, 102484237.000000
922, 106018115.000000
923, 92287331.000000
924, 97332147.000000
925, 88048197.000000
926, 97599403.000000
927, 89106467.000000
928, 98152903.000000
929, 93033967.000000
930, 103424311.000000
931, 102737511.000000
932, 88818235.000000
933, 108481270.000000
934, 109976217.000000
935, 93022908.000000
936, 98990860.000000
937, 92389841.000000
938, 106708542.000000
939, 99341196.000000
940, 92347201.000000
941, 99527763.000000
942, 87978104.000000
943, 96370493.000000
944, 97173885.000000
945, 88397010.000000
946, 92187597.000000
947, 94864150.000000
948, 82838736.000000
949, 90180664.000000
950, 96091672.000000
951, 91573864.000000
952, 91458100.000000
953, 87169604.000000
954, 95126513.000000
955, 87360373.000000
956, 95881375.000000
957, 87321789.000000
958, 126265236.000000
959, 102234157.000000
960, 99641454.000000
961, 105528508.000000
962, 109990892.000000
963, 118384612.000000
964, 114295629.000000
965, 119156415.000000
966, 123553136.000000
967, 129442361.000000
968, 125428884.000000
969, 120129622.000000
970, 129390136.000000
971, 127549697.000000
972, 114736301.000000
973, 105723104.000000
974, 106546184.000000
975, 108602179.000000
976, 111555875.000000
977, 99158842.000000
978, 117682417.000000
979, 116404724.000000
980, 106741488.000000
981, 109658694.000000
982, 114396590.000000
983, 106379454.000000
984, 128014296.000000
985, 87019965.000000
986, 107267629.000000
987, 102426292.000000
988, 119064408.000000
989, 106819546.000000
990, 86891293.000000
991, 106365971.000000
992, 105471839.000000
993, 104952093.000000
994, 101376610.000000
995, 113903694.000000
996, 107691093.000000
997, 93110010.000000
998, 87466906.000000
999, 94565793.000000
1000, 89509403.000000
1001, 92905598.000000
1002, 97170477.000000
1003, 97597419.000000
1004, 107678743.000000
1005, 97700539.000000
1006, 81875959.000000
1007, 93847047.000000
1008, 87626427.000000
1009, 91592261.000000
1010, 92388629.000000
1011, 81505350.000000
1012, 87921351.000000
1013, 130641496.000000
1014, 98122831.000000
1015, 97947528.000000
1016, 96714196.000000
1017, 98796691.000000
1018, 85363304.000000
1019, 92604268.000000
1020, 95095020.000000
1021, 92334112.000000
1022, 106532358.000000
1023, 88574283.000000
1024, 109363365.000000
1025, 92488511.000000
1026, 98761003.000000
1027, 94548068.000000
1028, 87976822.000000
1029, 97940852.000000
1030, 99118523.000000
1031, 96916207.000000
1032, 101078758.000000
1033, 92435558.000000
1034, 86406671.000000
1035, 82926137.000000
1036, 90645461.000000
1037, 81794858.000000
1038, 98337648.000000
1039, 88745577.000000
1040, 94825026.000000
1041, 83716782.000000
1042, 86865920.000000
1043, 92226836.000000
1044, 100126084.000000
1045, 93346471.000000
1046, 85844942.000000
1047, 94137719.000000
1048, 89728851.000000
1049, 98564387.000000
1050, 97579399.000000
1051, 86642224.000000
1052, 94802449.000000
1053, 80704515.000000
1054, 81494832.000000
1055, 84690034.000000
1056, 93623530.000000
1057, 95869765.000000
1058, 94913462.000000
1059, 82861207.000000
1060, 88036079.000000
1061, 91911668.000000
1062, 79210530.000000
1063, 87553968.000000
1064, 85543967.000000
1065, 80567902.000000
1066, 92797614.000000
1067, 92098974.000000
1068, 79200657.000000
1069, 101514187.000000
1070, 97253087.000000
1071, 83938830.000000
1072, 86004662.000000
1073, 91713756.000000
1074, 83463983.000000
1075, 90764678.000000
1076, 93597360.000000
1077, 90514069.000000
1078, 90847860.000000
1079, 90482855.000000
1080, 95856601.000000
1081, 100460117.000000
1082, 101967334.000000
1083, 88124795.000000
1084, 90481550.000000
1085, 101501159.000000
1086, 93749837.000000
1087, 88358987.000000
1088, 90488002.000000
1089, 86168242.000000
1090, 89228328.000000
1091, 86473266.000000
1092, 85865410.000000
1093, 91948406.000000
1094, 89138189.000000
1095, 90062475.000000
1096, 83948126.000000
1097, 94314737.000000
1098, 83674106.000000
1099, 105382285.000000
1100, 92956726.000000
1101, 91196658.000000
1102, 80666345.000000
1103, 92742330.000000
1104, 89089041.000000
1105, 90858653.000000
1106, 94456938.000000
1107, 90716394.000000
1108, 92412846.000000
1109, 80182815.000000
1110, 89511725.000000
1111, 85777958.000000
1112, 83464730.000000
1113, 92881877.000000
1114, 85935221.000000
1115, 97043713.000000
1116, 94744135.000000
1117, 84526107.000000
1118, 92381523.000000
1119, 85468112.000000
1120, 83656277.000000
1121, 96025923.000000
1122, 88145939.000000
1123, 93072577.000000
1124, 87684839.000000
1125, 88864347.000000
1126, 86514961.000000
1127, 79592011.000000
1128, 96864519.000000
1129, 86733188.000000
1130, 97885873.000000
1131, 103876528.000000
1132, 93365715.000000
1133, 91389590.000000
1134, 91655938.000000
1135, 97239641.000000
1136, 83694688.000000
1137, 96155449.000000
1138, 92093884.000000
1139, 92923922.000000
1140, 95675030.000000
1141, 101293158.000000
1142, 93692212.000000
1143, 85821742.000000
1144, 94743781.000000
1145, 102401978.000000
1146, 95190390.000000
1147, 83344247.000000
1148, 93862534.000000
1149, 97320479.000000
1150, 85624645.000000
1151, 92468525.000000
1152, 88434907.000000
1153, 91783566.000000
1154, 97456251.000000
1155, 94313089.000000
1156, 94980614.000000
1157, 94057188.000000
1158, 91614823.000000
1159, 88037488.000000
1160, 91506030.000000
1161, 89905526.000000
1162, 95009864.000000
1163, 85357534.000000
1164, 92104704.000000
1165, 85939633.000000
1166, 91338638.000000
1167, 93413311.000000
1168, 87672004.000000
1169, 105091826.000000
1170, 89504689.000000
1171, 85470932.000000
1172, 92673944.000000
1173, 89828109.000000
1174, 101481896.000000
1175, 95684425.000000
1176, 105577506.000000
1177, 100539971.000000
1178, 95528727.000000
1179, 98215763.000000
1180, 96696941.000000
1181, 84826329.000000
1182, 90710295.000000
1183, 87721531.000000
1184, 84316443.000000
1185, 79290329.000000
1186, 93102941.000000
1187, 97725785.000000
1188, 83167285.000000
1189, 97223750.000000
1190, 98981735.000000
1191, 90383806.000000
1192, 90545793.000000
1193, 87143015.000000
1194, 86765548.000000
1195, 84764013.000000
1196, 92721371.000000
1197, 89410816.000000
1198, 94453994.000000
1199, 90401232.000000
1200, 91864142.000000
1201, 97753647.000000
1202, 94334585.000000
1203, 87179889.000000
1204, 86314217.000000
1205, 93867954.000000
1206, 86158172.000000
1207, 89068244.000000
1208, 96668032.000000
1209, 88526466.000000
1210, 97085774.000000
1211, 105612445.000000
1212, 89985560.000000
1213, 98790644.000000
1214, 88660589.000000
1215, 88473494.000000
1216, 85226423.000000
1217, 95037263.000000
1218, 96128472.000000
1219, 93885124.000000
1220, 93095510.000000
1221, 96689271.000000
1222, 81068820.000000
1223, 99726348.000000
1224, 95191836.000000
1225, 91535777.000000
1226, 93795863.000000
1227, 90277420.000000
1228, 98030279.000000
1229, 99846874.000000
1230, 86038710.000000
1231, 92378723.000000
1232, 90591423.000000
1233, 101897893.000000
1234, 91679602.000000
1235, 89693242.000000
1236, 84667927.000000
1237, 97092654.000000
1238, 92318226.000000
1239, 92772661.000000
1240, 89229923.000000
1241, 91559671.000000
1242, 91056486.000000
1243, 80305830.000000
1244, 89999272.000000
1245, 87800785.000000
1246, 96177549.000000
1247, 84156083.000000
1248, 88500904.000000
1249, 93850515.000000
1250, 91575194.000000
1251, 94414021.000000
1252, 89429411.000000
1253, 93745449.000000
1254, 96920584.000000
1255, 79382834.000000
1256, 87972519.000000
1257, 87054889.000000
1258, 99563336.000000
1259, 92115060.000000
1260, 94511277.000000
1261, 84964627.000000
1262, 89895320.000000
1263, 90542314.000000
1264, 86715690.000000
1265, 85188864.000000
1266, 84910130.000000
1267, 80256861.000000
1268, 104607961.000000
1269, 97237110.000000
1270, 94740011.000000
1271, 96151507.000000
1272, 86923576.000000
1273, 89769106.000000
1274, 97667600.000000
1275, 97496651.000000
1276, 91647206.000000
1277, 93272400.000000
1278, 90894959.000000
1279, 85015586.000000
1280, 88615134.000000
1281, 84528446.000000
1282, 83462961.000000
1283, 101794301.000000
1284, 90903767.000000
1285, 99675464.000000
1286, 81688736.000000
1287, 90458062.000000
1288, 95797439.000000
1289, 100193951.000000
1290, 83971366.000000
1291, 95812346.000000
1292, 89897983.000000
1293, 86411603.000000
1294, 93937263.000000
1295, 91555727.000000
1296, 98557185.000000
1297, 88982573.000000
1298, 86978455.000000
1299, 91632671.000000
1300, 95111709.000000
1301, 86353512.000000
1302, 88339010.000000
1303, 88229737.000000
1304, 97726743.000000
1305, 80559445.000000
1306, 93338631.000000
1307, 96760792.000000
1308, 93741778.000000
1309, 82637976.000000
1310, 92625899.000000
1311, 97205914.000000
1312, 88218773.000000
1313, 92008327.000000
1314, 90276114.000000
1315, 84446768.000000
1316, 85145736.000000
1317, 89116954.000000
1318, 97715217.000000
1319, 97756661.000000
1320, 96727560.000000
1321, 93692224.000000
1322, 89551085.000000
1323, 87740644.000000
1324, 91340167.000000
1325, 88187993.000000
1326, 91801996.000000
1327, 92130366.000000
1328, 95440580.000000
1329, 83793115.000000
1330, 89224806.000000
1331, 96223637.000000
1332, 99652050.000000
1333, 99064123.000000
1334, 98969715.000000
1335, 89890841.000000
1336, 100081750.000000
1337, 84343954.000000
1338, 90030109.000000
1339, 85788000.000000
1340, 91730993.000000
1341, 90518915.000000
1342, 91899088.000000
1343, 90657501.000000
1344, 85718195.000000
1345, 84777844.000000
1346, 99250609.000000
1347, 97111875.000000
1348, 94662353.000000
1349, 86081529.000000
1350, 94448581.000000
1351, 92799392.000000
1352, 104119255.000000
1353, 103953411.000000
1354, 86074315.000000
1355, 89465725.000000
1356, 93680700.000000
1357, 87433631.000000
1358, 97539559.000000
1359, 97184304.000000
1360, 88828008.000000
1361, 90881548.000000
